patient,state,FAK,TAZ,MES,AC,OPC,NPC,n_cells
MGH128CD45neg,NPC,-0.3158061437806748,-0.5033191682923246,0.022058342193188737,-0.1438584033957458,-1.4875309411095399,1.6753327487598766,33
MGH128CD45neg,OPC,-0.5805804965127673,-0.4918389448451085,-0.024106894955989056,-0.5067235195900811,0.7028877390231937,0.5174324104934932,2
MGH129CD45neg,AC,0.07687342699070442,0.0016193500652748158,0.9746098593485069,2.9961770628466917,-0.3099689437473704,-0.4795783660923156,113
MGH129CD45neg,MES,0.26240532696483626,0.18130313963570174,1.856493557061212,0.7510823634141607,-1.0881279298599278,-0.785796731098422,14
MGH129CD45neg,NPC,-0.3144899410327586,-0.07610450636404696,-0.4488959102166811,-0.26894281622112154,-0.8498329307278618,2.454832895043539,32
MGH129CD45neg,OPC,0.07343835109430881,0.06302901304378691,0.12697247852732468,0.552066841577161,2.1492343546673656,0.7803163491562009,4
MGH136CD45neg,AC,0.2486791991151317,-0.2601283687627702,0.48296129042997676,1.7960010698369868,0.29334148783783115,0.38404280401368945,15
MGH136CD45neg,MES,-0.2915883797738287,0.5837164766424232,2.1200136374840968,0.7702367075565588,-0.8094170611649751,0.6971898176372053,1
MGH136CD45neg,NPC,-0.3021126547935276,-0.2334003107226275,-0.6957381131587347,-0.8855375833311664,-0.06696773275431116,2.7470002681027843,116
MGH136CD45neg,OPC,-0.08145252704925714,-0.0985181301512428,-0.5628675265777255,-0.48816373730161117,2.3533409338185534,1.4321609796689916,61
MGH143CD45neg,AC,0.1935861704453972,-0.09301805417926896,1.0398058323310209,2.5214551019401217,-0.31228237899007166,-0.20319476003604123,170
MGH143CD45neg,MES,0.48089338556575917,-0.008150285877816306,1.822380445556362,1.0215946489909313,-0.8760010258720982,-0.5046288332483834,18
MGH143CD45neg,NPC,-0.03992855365791311,-0.03872239955626001,-0.06721807588497139,0.01767964026421357,-0.8576591463067151,3.0129367751489426,29
MGH143CD45neg,OPC,-0.15688900966197247,-0.12484629112606244,0.03781935115098839,1.1392299180020051,1.9424246605709194,1.2112509968951346,4
MGH151CD45neg,AC,0.029908090504082108,0.004881311847070404,0.17206005924625736,2.4322163216002237,1.016310013683261,0.1509981702654748,37
MGH151CD45neg,MES,-0.19692611326773968,-0.44446168425182503,0.3646918068188352,0.2647026834837405,-1.2378990115523338,-0.552408829629421,1
MGH151CD45neg,NPC,-0.21315145091904747,-0.023674773648715043,-0.39893118640573294,0.20011070110622906,0.7066932840260767,2.0902240626273616,31
MGH151CD45neg,OPC,-0.095093486874242,-0.11932163052216191,-0.27475861658716777,0.4861173253694115,2.042603827633641,0.824483460872688,44
MGH152CD45neg,AC,-0.18262885112900962,0.39426769127859795,0.850191223335652,2.2213074451501624,0.36829284938043205,0.8409115750840525,41
MGH152CD45neg,MES,-0.2632105611775208,0.025589225225805975,1.3750381564457281,0.4732253869783527,-0.6987553884809216,0.48250391098111867,12
MGH152CD45neg,NPC,-0.12075677759078018,-0.12761364770968317,0.03277402271291495,0.0339073461325029,-0.3700165167310474,1.7886313360671648,89
MGH152CD45neg,OPC,-0.3711835334500597,0.2818977138615087,0.04551999063231617,0.5324883006842261,1.5915561003453202,0.9346156748268339,9
MGH66,AC,0.21651351293776042,0.429519994289398,1.1060212927325477,2.7119697984367757,-0.2873107668904889,-0.2502716719451288,167
MGH66,MES,0.14006068127309412,0.48649630841697594,1.7328701536809794,0.5982445598859312,-0.9454022835894272,-0.788639530260689,26
MGH66,NPC,-0.28404112794947645,0.06362832761259894,-0.29557444861520527,0.16312412518753586,-0.2024997662761898,1.724586657111166,33
MGH66,OPC,0.22298090691074593,0.008762952335118488,-0.4388317755054463,0.048773253130835005,2.7073314885000386,1.2124719681541125,12
MGH85,AC,0.11902353650773875,-0.10643941012987249,-0.06408605929708701,1.6745990737080463,0.6907911879015155,0.580338132339064,16
MGH85,MES,0.5535318391025068,-0.9249830700043175,0.075885476116057,-1.045112542927744,-1.3875527569204569,-0.4575691160559654,1
MGH85,NPC,-0.13931519033053646,-0.2404412661068489,-0.6578259039130283,-0.030459607624560184,0.7875778828662677,1.8850505294446498,78
MGH85,OPC,-0.10673010173376642,-0.24329001584046045,-0.6003512953583692,0.24807857707031394,1.9586201024684218,1.0103096718798168,145
