DATASET,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,LN_IC50,AUC,Z_SCORE,status,lineage
GDSC1,909263,RCM-1,SIDM00359,COREAD,158,PF-562271,2.320451,0.935333,0.403786,intact,Bowel
GDSC1,909264,RD,SIDM00847,UNCLASSIFIED,158,PF-562271,1.245907,0.886017,-0.601766,intact,Soft Tissue
GDSC1,909696,REH,SIDM00447,UNCLASSIFIED,158,PF-562271,0.822654,0.875,-0.997843,null,Lymphoid
GDSC1,909697,RF-48,SIDM01092,STAD,158,PF-562271,1.99579,0.92293,0.09997,intact,Lymphoid
GDSC1,909698,RKO,SIDM01090,COREAD,158,PF-562271,0.967787,0.890454,-0.862029,intact,Bowel
GDSC1,909699,RMG-I,SIDM00352,UNCLASSIFIED,158,PF-562271,2.799996,0.95217,0.852541,intact,Ovary/Fallopian Tube
GDSC1,909701,RPMI-6666,SIDM00813,UNCLASSIFIED,158,PF-562271,1.944797,0.91821,0.052251,intact,Lymphoid
GDSC1,909702,RPMI-8402,SIDM00403,ALL,158,PF-562271,0.94071,0.910149,-0.887368,null,Lymphoid
GDSC1,909703,RS4-11,SIDM01086,ALL,158,PF-562271,0.991537,0.885064,-0.839804,null,Lymphoid
GDSC1,909704,RT-112,SIDM00402,BLCA,158,PF-562271,0.264609,0.795984,-1.520059,null,Bladder/Urinary Tract
GDSC1,909706,RVH-421,SIDM00401,SKCM,158,PF-562271,0.885638,0.827533,-0.938904,intact,Skin
GDSC1,909707,Saos-2,SIDM01084,UNCLASSIFIED,158,PF-562271,2.960902,0.949456,1.003117,intact,Bone
GDSC1,909708,SAS,SIDM00351,HNSC,158,PF-562271,2.595139,0.962362,0.660837,intact,Head and Neck
GDSC1,909709,SCC-9,SIDM01080,HNSC,158,PF-562271,1.432405,0.873236,-0.427242,null,Head and Neck
GDSC1,909711,SCH,SIDM00383,UNCLASSIFIED,158,PF-562271,3.61557,0.98611,1.615751,intact,Other
GDSC1,909712,SF126,SIDM00382,GBM,158,PF-562271,1.085666,0.881972,-0.751718,null,CNS/Brain
GDSC1,909713,SH-4,SIDM01079,SKCM,158,PF-562271,1.934071,0.899133,0.042214,null,Skin
GDSC1,909715,SIG-M5,SIDM00396,LAML,158,PF-562271,0.138734,0.838187,-1.637852,intact,Myeloid
GDSC1,909717,SJSA-1,SIDM01112,UNCLASSIFIED,158,PF-562271,2.562643,0.94892,0.630427,intact,Bone
GDSC1,909719,SK-HEP-1,SIDM01110,LIHC,158,PF-562271,1.531321,0.933377,-0.334677,null,Liver
GDSC1,909720,SK-LMS-1,SIDM01109,UNCLASSIFIED,158,PF-562271,1.513621,0.926127,-0.351241,intact,Soft Tissue
GDSC1,909721,SK-LU-1,SIDM01108,LUAD,158,PF-562271,0.714058,0.824798,-1.099467,null,Lung
GDSC1,909723,SK-MEL-1,SIDM01107,SKCM,158,PF-562271,4.393744,0.982158,2.343962,intact,Skin
GDSC1,909724,SK-MEL-3,SIDM01105,SKCM,158,PF-562271,3.615287,0.982318,1.615486,intact,Skin
GDSC1,909725,SK-MEL-24,SIDM01106,SKCM,158,PF-562271,2.615527,0.948814,0.679917,null,Skin
GDSC1,909726,SK-MEL-30,SIDM00392,SKCM,158,PF-562271,1.413231,0.903038,-0.445185,intact,Skin
GDSC1,909728,SK-MES-1,SIDM01103,LUSC,158,PF-562271,1.032823,0.871288,-0.801169,null,Lung
GDSC1,909729,SK-MG-1,SIDM00379,GBM,158,PF-562271,1.08582,0.883498,-0.751574,null,CNS/Brain
GDSC1,909731,SK-PN-DW,SIDM01097,UNCLASSIFIED,158,PF-562271,1.194603,0.89187,-0.649776,intact,Bone
GDSC1,909732,SK-UT-1,SIDM01113,UNCLASSIFIED,158,PF-562271,0.407471,0.828865,-1.386369,intact,Uterus
GDSC1,909735,SNG-M,SIDM00373,UCEC,158,PF-562271,1.836621,0.929055,-0.04898,intact,Uterus
GDSC1,909736,SNU-387,SIDM01180,LIHC,158,PF-562271,0.48429,0.80814,-1.314482,null,Liver
GDSC1,909737,SNU-423,SIDM01199,LIHC,158,PF-562271,1.001185,0.868772,-0.830776,intact,Liver
GDSC1,909738,SNU-449,SIDM01194,LIHC,158,PF-562271,1.321051,0.890872,-0.531447,null,Liver
GDSC1,909739,SNU-475,SIDM01196,LIHC,158,PF-562271,2.878159,0.991795,0.925685,intact,Liver
GDSC1,909740,SNU-C2B,SIDM00781,COREAD,158,PF-562271,2.664537,0.940238,0.72578,intact,Bowel
GDSC1,909742,SU-DHL-1,SIDM00390,UNCLASSIFIED,158,PF-562271,1.880447,0.977282,-0.007967,intact,Lymphoid
GDSC1,909743,SUP-T1,SIDM01154,ALL,158,PF-562271,1.646141,0.933377,-0.22723,null,Lymphoid
GDSC1,909744,SW13,SIDM00814,ACC,158,PF-562271,1.565306,0.923447,-0.302874,intact,Adrenal Gland
GDSC1,909745,SW1088,SIDM01155,GBM,158,PF-562271,3.19227,0.964018,1.219629,null,CNS/Brain
GDSC1,909747,SW1417,SIDM00812,COREAD,158,PF-562271,3.45561,0.973695,1.466061,intact,Bowel
GDSC1,909748,SW1463,SIDM00834,COREAD,158,PF-562271,3.449482,0.936358,1.460327,intact,Bowel
GDSC1,909749,SW1710,SIDM00420,BLCA,158,PF-562271,0.540555,0.832669,-1.26183,intact,Bladder/Urinary Tract
GDSC1,909750,SW1783,SIDM01164,LGG,158,PF-562271,2.908342,0.986223,0.953931,intact,CNS/Brain
GDSC1,909751,SW48,SIDM00837,COREAD,158,PF-562271,0.325115,0.804297,-1.463438,intact,Bowel
GDSC1,909753,SW626,SIDM01168,OV,158,PF-562271,2.028195,0.925791,0.130294,intact,Bowel
GDSC1,909754,SW684,SIDM01175,UNCLASSIFIED,158,PF-562271,1.71375,0.881974,-0.163961,intact,Soft Tissue
GDSC1,909755,SW837,SIDM00833,COREAD,158,PF-562271,3.981935,0.974272,1.958593,intact,Bowel
GDSC1,909756,SW872,SIDM01159,UNCLASSIFIED,158,PF-562271,0.854566,0.881384,-0.967981,intact,Soft Tissue
GDSC1,909757,SW948,SIDM00832,COREAD,158,PF-562271,2.880622,0.946962,0.927991,intact,Bowel
GDSC1,909758,SW962,SIDM01178,UNCLASSIFIED,158,PF-562271,2.458339,0.949484,0.532821,intact,Vulva/Vagina
GDSC1,909759,SW982,SIDM01161,UNCLASSIFIED,158,PF-562271,-1.528319,0.548057,-3.197871,null,Soft Tissue
GDSC1,909761,T84,SIDM00782,COREAD,158,PF-562271,3.409557,0.981281,1.422965,intact,Bowel
GDSC1,909769,TGBC1TKB,SIDM00252,UNCLASSIFIED,158,PF-562271,1.98533,0.945769,0.090182,intact,Biliary Tract
GDSC1,909770,TGBC11TKB,SIDM00251,STAD,158,PF-562271,2.796025,0.980685,0.848826,intact,Esophagus/Stomach
GDSC1,909771,THP-1,SIDM01172,LAML,158,PF-562271,2.206241,0.970411,0.296909,null,Myeloid
GDSC1,909773,TUR,SIDM01205,DLBC,158,PF-562271,1.017551,0.894204,-0.81546,intact,Myeloid
GDSC1,909774,TYK-nu,SIDM00321,UNCLASSIFIED,158,PF-562271,2.120037,0.947802,0.21624,null,Ovary/Fallopian Tube
GDSC1,909776,U-2-OS,SIDM01191,UNCLASSIFIED,158,PF-562271,0.848852,0.847938,-0.973327,intact,Bone
GDSC1,909777,U-698-M,SIDM00424,UNCLASSIFIED,158,PF-562271,2.29169,0.947205,0.376872,intact,Lymphoid
GDSC1,909778,UACC-893,SIDM01186,BRCA,158,PF-562271,3.916096,0.981696,1.896982,intact,Breast
GDSC1,909779,UMC-11,SIDM01183,UNCLASSIFIED,158,PF-562271,1.074279,0.904623,-0.762375,null,Lung
GDSC1,909781,VMRC-RCZ,SIDM00317,KIRC,158,PF-562271,1.658865,0.905304,-0.215323,null,Kidney
GDSC1,909784,WM-115,SIDM01000,SKCM,158,PF-562271,3.24569,0.965228,1.269619,null,Skin
GDSC1,909785,WSU-NHL,SIDM00412,UNCLASSIFIED,158,PF-562271,1.492813,0.934228,-0.370713,intact,Lymphoid
GDSC1,909904,YAPC,SIDM00411,PAAD,158,PF-562271,1.883966,0.91229,-0.004674,null,Pancreas
GDSC1,909905,YH-13,SIDM00316,GBM,158,PF-562271,1.290671,0.904197,-0.559876,null,CNS/Brain
GDSC1,909907,ZR-75-30,SIDM00971,BRCA,158,PF-562271,2.305123,0.909204,0.389442,intact,Breast
GDSC1,909974,RCC10RGB,SIDM00235,KIRC,158,PF-562271,1.000189,0.795194,-0.831707,null,Kidney
GDSC1,909975,KURAMOCHI,SIDM00554,UNCLASSIFIED,158,PF-562271,1.28953,0.877382,-0.560944,intact,Ovary/Fallopian Tube
GDSC1,909976,KM-H2,SIDM01018,UNCLASSIFIED,158,PF-562271,2.402388,0.981519,0.480462,intact,Lymphoid
GDSC1,909977,HuO-3N1,SIDM00584,UNCLASSIFIED,158,PF-562271,3.276045,0.949273,1.298026,intact,Bone
GDSC1,910079,OE19,SIDM00479,ESCA,158,PF-562271,1.621776,0.908608,-0.25003,intact,Esophagus/Stomach
GDSC1,910399,NCI-H838,SIDM01150,LUAD,158,PF-562271,1.265279,0.89095,-0.583637,null,Lung
GDSC1,910401,Ramos-2G6-4C10,SIDM01247,UNCLASSIFIED,158,PF-562271,1.348005,0.929988,-0.506223,intact,Lymphoid
GDSC1,910544,RPMI-8866,SIDM00482,LCML,158,PF-562271,3.090265,0.984604,1.124173,intact,Myeloid
GDSC1,910545,QIMR-WIL,SIDM00467,LAML,158,PF-562271,1.517447,0.919603,-0.34766,intact,Myeloid
GDSC1,910546,PSN1,SIDM00469,PAAD,158,PF-562271,1.971845,0.968405,0.077563,intact,Pancreas
GDSC1,910548,OAW-42,SIDM00480,OV,158,PF-562271,2.985272,0.969838,1.025922,intact,Ovary/Fallopian Tube
GDSC1,910549,OE33,SIDM00477,ESCA,158,PF-562271,1.469189,0.891452,-0.39282,intact,Esophagus/Stomach
GDSC1,910554,CW-2,SIDM00282,COREAD,158,PF-562271,4.30039,0.984942,2.256602,intact,Bowel
GDSC1,910567,CHP-126,SIDM00286,NB,158,PF-562271,2.094254,0.942642,0.192112,intact,Peripheral Nervous System
GDSC1,910568,CGTH-W-1,SIDM01248,THCA,158,PF-562271,0.572805,0.842049,-1.231651,null,Head and Neck
GDSC1,910687,ATN-1,SIDM00233,ALL,158,PF-562271,1.373456,0.914525,-0.482406,intact,Lymphoid
GDSC1,910688,CESS,SIDM00917,LAML,158,PF-562271,1.925997,0.962574,0.034659,intact,Myeloid
GDSC1,910689,COLO-678,SIDM00957,COREAD,158,PF-562271,2.89042,0.958866,0.93716,null,Bowel
GDSC1,910691,COLO-684,SIDM00142,UCEC,158,PF-562271,1.923483,0.925507,0.032305,intact,Uterus
GDSC1,910692,COLO-668,SIDM00143,SCLC,158,PF-562271,2.8757,0.972843,0.923385,intact,Lung
GDSC1,910694,LN-405,SIDM00343,GBM,158,PF-562271,4.006822,0.983439,1.981882,intact,CNS/Brain
GDSC1,910695,TGBC24TKB,SIDM00267,UNCLASSIFIED,158,PF-562271,1.99403,0.945619,0.098323,intact,Biliary Tract
GDSC1,910697,A388,SIDM00794,UNCLASSIFIED,158,PF-562271,2.760624,0.956156,0.815698,intact,Skin
GDSC1,910698,BFTC-909,SIDM00988,KIRC,158,PF-562271,2.501355,0.963098,0.573075,null,Kidney
GDSC1,910700,C2BBe1,SIDM01233,COREAD,158,PF-562271,2.595263,0.952337,0.660953,intact,Bowel
GDSC1,910701,SCC-25,SIDM01082,HNSC,158,PF-562271,1.2741,0.894538,-0.575383,intact,Head and Neck
GDSC1,910702,AsPC-1,SIDM00899,PAAD,158,PF-562271,4.045775,0.958859,2.018334,intact,Pancreas
GDSC1,910703,CA46,SIDM00907,UNCLASSIFIED,158,PF-562271,1.615111,0.917086,-0.256267,intact,Lymphoid
GDSC1,910704,AU565,SIDM00898,BRCA,158,PF-562271,2.935406,0.970766,0.979257,intact,Breast
GDSC1,910705,BALL-1,SIDM00287,UNCLASSIFIED,158,PF-562271,1.784241,0.934417,-0.097996,intact,Lymphoid
GDSC1,910706,BL-41,SIDM00985,UNCLASSIFIED,158,PF-562271,0.622301,0.903243,-1.185333,intact,Lymphoid
GDSC1,910710,BV-173,SIDM00962,LCML,158,PF-562271,1.083309,0.893896,-0.753925,intact,Myeloid
GDSC1,910779,IA-LM,SIDM00306,UNCLASSIFIED,158,PF-562271,1.616074,0.903796,-0.255366,intact,Lung
GDSC1,910780,TGW,SIDM00324,NB,158,PF-562271,1.771652,0.957931,-0.109777,intact,Peripheral Nervous System
GDSC1,910781,AN3-CA,SIDM00901,UCEC,158,PF-562271,0.429701,0.811325,-1.365567,intact,Uterus
GDSC1,910784,A204,SIDM00798,UNCLASSIFIED,158,PF-562271,1.052998,0.842329,-0.782289,intact,Kidney
GDSC1,910849,NY,SIDM00569,UNCLASSIFIED,158,PF-562271,2.18225,0.938598,0.274458,intact,Bone
GDSC1,910850,C3A,SIDM01237,LIHC,158,PF-562271,1.618556,0.921888,-0.253044,intact,Liver
GDSC1,910851,A427,SIDM00810,UNCLASSIFIED,158,PF-562271,1.763257,0.929219,-0.117633,null,Lung
GDSC1,910852,CAL-85-1,SIDM00928,BRCA,158,PF-562271,0.584308,0.80145,-1.220887,intact,Breast
GDSC1,910853,CHL-1,SIDM01228,SKCM,158,PF-562271,0.754305,0.86666,-1.061804,intact,Skin
GDSC1,910861,RL,SIDM01089,DLBC,158,PF-562271,3.384909,0.987496,1.3999,intact,Lymphoid
GDSC1,910900,NCI-H1651,SIDM00744,LUAD,158,PF-562271,2.244411,0.953439,0.332628,null,Lung
GDSC1,910903,RPMI-7951,SIDM01087,SKCM,158,PF-562271,1.086645,0.896332,-0.750802,intact,Skin
GDSC1,910904,SCC-4,SIDM01081,HNSC,158,PF-562271,0.873975,0.849256,-0.949818,intact,Head and Neck
GDSC1,910905,SNU-C1,SIDM01197,COREAD,158,PF-562271,2.452152,0.898042,0.527031,intact,Bowel
GDSC1,910906,ST486,SIDM01198,UNCLASSIFIED,158,PF-562271,0.63001,0.857287,-1.178119,intact,Lymphoid
GDSC1,910907,SW1990,SIDM01165,PAAD,158,PF-562271,2.132878,0.921605,0.228257,null,Pancreas
GDSC1,910910,UACC-812,SIDM01187,BRCA,158,PF-562271,3.640496,0.983818,1.639076,intact,Breast
GDSC1,910911,SCC-15,SIDM01083,HNSC,158,PF-562271,1.130711,0.859631,-0.709566,intact,Head and Neck
GDSC1,910915,CAPAN-2,SIDM00943,PAAD,158,PF-562271,3.293466,0.963185,1.314328,intact,Pancreas
GDSC1,910916,CAL-27,SIDM00937,HNSC,158,PF-562271,1.821117,0.939664,-0.063487,intact,Head and Neck
GDSC1,910918,BC-3,SIDM00895,DLBC,158,PF-562271,1.608645,0.952258,-0.262318,null,Lymphoid
GDSC1,910919,BC-1,SIDM00896,DLBC,158,PF-562271,0.463387,0.85637,-1.334043,intact,Lymphoid
GDSC1,910921,A101D,SIDM00801,SKCM,158,PF-562271,1.397559,0.87557,-0.459851,null,Skin
GDSC1,910922,769-P,SIDM00803,KIRC,158,PF-562271,1.338125,0.896839,-0.515469,intact,Kidney
GDSC1,910924,23132-87,SIDM00980,STAD,158,PF-562271,1.396253,0.913493,-0.461073,intact,Esophagus/Stomach
GDSC1,910925,A431,SIDM00995,UNCLASSIFIED,158,PF-562271,0.511124,0.846996,-1.289372,intact,Skin
GDSC1,910926,BFTC-905,SIDM00989,BLCA,158,PF-562271,1.119704,0.906864,-0.719866,null,Bladder/Urinary Tract
GDSC1,910927,CAL-51,SIDM00933,BRCA,158,PF-562271,0.525796,0.844446,-1.275641,intact,Breast
GDSC1,910930,SCC-3,SIDM00384,DLBC,158,PF-562271,1.678423,0.975418,-0.19702,intact,Lymphoid
GDSC1,910931,RERF-LC-MS,SIDM00355,LUAD,158,PF-562271,1.771928,0.923703,-0.109519,intact,Lung
GDSC1,910932,GAK,SIDM00543,SKCM,158,PF-562271,2.857384,0.981748,0.906245,intact,Vulva/Vagina
GDSC1,910933,AM-38,SIDM00492,GBM,158,PF-562271,1.969299,0.943307,0.07518,null,CNS/Brain
GDSC1,910934,A4-Fuk,SIDM00502,DLBC,158,PF-562271,1.079258,0.887145,-0.757715,intact,Lymphoid
GDSC1,910935,A3-KAW,SIDM00495,DLBC,158,PF-562271,0.807139,0.906166,-1.012362,null,Lymphoid
GDSC1,910936,DOK,SIDM00540,HNSC,158,PF-562271,1.766064,0.886551,-0.115006,intact,Head and Neck
GDSC1,910942,NEC8,SIDM00243,UNCLASSIFIED,158,PF-562271,1.162646,0.923956,-0.679681,intact,Testis
GDSC1,910943,CAS-1,SIDM00212,GBM,158,PF-562271,2.035607,0.912713,0.13723,null,CNS/Brain
GDSC1,910944,ALL-PO,SIDM00211,ALL,158,PF-562271,-0.020182,0.762979,-1.786565,intact,Lymphoid
GDSC1,910947,OCI-AML2,SIDM00446,LAML,158,PF-562271,1.245812,0.952861,-0.601855,intact,Myeloid
GDSC1,910948,MFM-223,SIDM00332,BRCA,158,PF-562271,3.881682,0.984399,1.864777,intact,Breast
GDSC1,910952,CAL-54,SIDM00932,KIRC,158,PF-562271,2.390774,0.950553,0.469594,null,Kidney
GDSC1,911905,EFO-21,SIDM01052,OV,158,PF-562271,2.051295,0.907272,0.151912,intact,Ovary/Fallopian Tube
GDSC1,917486,LS-1034,SIDM00681,COREAD,158,PF-562271,2.692168,0.960691,0.751637,intact,Bowel
GDSC1,924100,22RV1,SIDM00499,PRAD,158,PF-562271,1.628931,0.907124,-0.243334,intact,Prostate
GDSC1,924102,8505C,SIDM00996,THCA,158,PF-562271,1.203289,0.892471,-0.641648,intact,Thyroid
GDSC1,924104,B-CPAP,SIDM00992,THCA,158,PF-562271,0.010028,0.788875,-1.758295,intact,Thyroid
GDSC1,924105,BPH-1,SIDM00964,UNCLASSIFIED,158,PF-562271,-0.022949,0.755024,-1.789154,intact,Prostate
GDSC1,924106,CAL-148,SIDM00938,BRCA,158,PF-562271,1.992958,0.958151,0.09732,intact,Breast
GDSC1,924107,CAL-39,SIDM00935,CESC,158,PF-562271,0.792308,0.862572,-1.026242,null,Vulva/Vagina
GDSC1,924108,CaR-1,SIDM00488,COREAD,158,PF-562271,2.549075,0.931614,0.617731,intact,Bowel
GDSC1,924110,HDLM-2,SIDM01064,UNCLASSIFIED,158,PF-562271,2.438326,0.961643,0.514093,intact,Lymphoid
GDSC1,924111,HO-1-N-1,SIDM00592,HNSC,158,PF-562271,1.008352,0.893588,-0.824069,intact,Head and Neck
GDSC1,924151,HTC-C3,SIDM00496,THCA,158,PF-562271,1.261217,0.884177,-0.587439,intact,Thyroid
GDSC1,924186,KGN,SIDM00302,UNCLASSIFIED,158,PF-562271,2.997214,0.966278,1.037097,null,Ovary/Fallopian Tube
GDSC1,924187,KLE,SIDM00686,UCEC,158,PF-562271,2.384779,0.914174,0.463984,intact,Uterus
GDSC1,924188,KNS-81-FD,SIDM01210,LGG,158,PF-562271,2.333462,0.914449,0.415962,intact,CNS/Brain
GDSC1,924238,K5,SIDM00056,THCA,158,PF-562271,1.790741,0.941611,-0.091913,null,Thyroid
GDSC1,924239,L-363,SIDM00312,MM,158,PF-562271,1.612889,0.948738,-0.258346,intact,Lymphoid
GDSC1,924240,MDA-MB-415,SIDM00630,BRCA,158,PF-562271,3.109484,0.958686,1.142158,intact,Breast
GDSC1,924244,NCI-H1975,SIDM00759,LUAD,158,PF-562271,1.127642,0.867313,-0.712438,intact,Lung
GDSC1,924247,SW954,SIDM01157,UNCLASSIFIED,158,PF-562271,0.465602,0.834265,-1.331971,intact,Vulva/Vagina
GDSC1,924248,TE-441-T,SIDM01173,UNCLASSIFIED,158,PF-562271,1.604394,0.93093,-0.266296,intact,Soft Tissue
GDSC1,924250,MKN7,SIDM00560,STAD,158,PF-562271,3.696112,0.984954,1.691122,intact,Esophagus/Stomach
GDSC1,925338,MDA-MB-157,SIDM00529,BRCA,158,PF-562271,3.567222,0.985735,1.570507,intact,Breast
GDSC1,925339,MMAc-SF,SIDM01242,SKCM,158,PF-562271,2.75624,0.96506,0.811594,intact,Skin
GDSC1,925340,MKN45,SIDM00247,STAD,158,PF-562271,1.826812,0.903661,-0.058158,null,Esophagus/Stomach
GDSC1,925341,NCI-H810,SIDM01116,UNCLASSIFIED,158,PF-562271,0.17373,0.799714,-1.605103,intact,Lung
GDSC1,925343,MFH-ino,SIDM00299,UNCLASSIFIED,158,PF-562271,1.137744,0.867742,-0.702984,null,Soft Tissue
GDSC1,925345,NOS-1,SIDM00242,UNCLASSIFIED,158,PF-562271,2.457398,0.938128,0.53194,intact,Bone
GDSC1,925346,PANC-03-27,SIDM01138,PAAD,158,PF-562271,1.554967,0.929625,-0.31255,null,Pancreas
GDSC1,925347,PANC-08-13,SIDM01136,PAAD,158,PF-562271,1.517932,0.889271,-0.347207,null,Pancreas
GDSC1,925348,PANC-10-05,SIDM01135,PAAD,158,PF-562271,2.146768,0.929802,0.241255,intact,Pancreas
GDSC1,930082,RL95-2,SIDM01088,UNCLASSIFIED,158,PF-562271,1.227062,0.898902,-0.619401,intact,Uterus
GDSC1,930083,RO82-W-1,SIDM00218,THCA,158,PF-562271,2.064772,0.924982,0.164523,null,Thyroid
GDSC1,930297,SiHa,SIDM01093,CESC,158,PF-562271,3.573765,0.97931,1.57663,intact,Cervix
GDSC1,930298,SKG-IIIa,SIDM00381,CESC,158,PF-562271,2.443605,0.939081,0.519033,intact,Cervix
GDSC1,930299,TT,SIDM00484,THCA,158,PF-562271,4.238787,0.9736,2.198954,intact,Thyroid
GDSC1,930301,VMRC-MELG,SIDM00319,SKCM,158,PF-562271,0.952281,0.878973,-0.876539,intact,Skin
GDSC1,946353,TE-9,SIDM00325,ESCA,158,PF-562271,1.19147,0.887812,-0.652707,null,Esophagus/Stomach
GDSC1,946354,TE-11,SIDM00348,ESCA,158,PF-562271,0.385455,0.828384,-1.406972,null,Esophagus/Stomach
GDSC1,946355,TE-6,SIDM00328,ESCA,158,PF-562271,2.233489,0.933907,0.322407,null,Esophagus/Stomach
GDSC1,946356,TE-12,SIDM00023,ESCA,158,PF-562271,1.745083,0.89222,-0.13464,null,Esophagus/Stomach
GDSC1,946358,YT,SIDM00410,ALL,158,PF-562271,1.839863,0.956787,-0.045945,intact,Lymphoid
GDSC1,946359,BT-474,SIDM00963,BRCA,158,PF-562271,4.071649,0.984749,2.042546,intact,Breast
GDSC1,946360,OAW-28,SIDM00481,OV,158,PF-562271,3.2082,0.965155,1.234536,intact,Ovary/Fallopian Tube
GDSC1,946361,LCLC-97TM1,SIDM00344,UNCLASSIFIED,158,PF-562271,0.978819,0.871007,-0.851706,null,Lung
GDSC1,946363,KP-N-YS,SIDM00157,NB,158,PF-562271,1.972032,0.934615,0.077738,intact,Peripheral Nervous System
GDSC1,946367,D-247MG,SIDM00622,GBM,158,PF-562271,1.708289,0.898085,-0.169071,null,CNS/Brain
GDSC1,946368,D-263MG,SIDM00732,GBM,158,PF-562271,2.69595,0.9585,0.755176,intact,CNS/Brain
GDSC1,946369,D-336MG,SIDM00620,LGG,158,PF-562271,0.377126,0.799383,-1.414766,null,CNS/Brain
GDSC1,946370,D-392MG,SIDM00542,GBM,158,PF-562271,3.226296,0.962633,1.25147,intact,CNS/Brain
GDSC1,946372,D-423MG,SIDM00209,GBM,158,PF-562271,0.838467,0.855127,-0.983046,intact,CNS/Brain
GDSC1,946373,D-502MG,SIDM00208,LGG,158,PF-562271,4.507638,0.975696,2.450543,null,CNS/Brain
GDSC1,946377,D-566MG,SIDM00206,GBM,158,PF-562271,0.261292,0.815863,-1.523163,null,CNS/Brain
GDSC1,946382,CAMA-1,SIDM00920,BRCA,158,PF-562271,1.40541,0.885903,-0.452504,intact,Breast
GDSC1,949088,CTB-1,SIDM00283,DLBC,158,PF-562271,2.839739,0.940817,0.889733,intact,Lymphoid
GDSC1,949090,Caov-4,SIDM00918,OV,158,PF-562271,4.373448,0.979334,2.324968,intact,Ovary/Fallopian Tube
GDSC1,949093,BT-483,SIDM00892,BRCA,158,PF-562271,4.427628,0.968906,2.37567,intact,Breast
GDSC1,949094,M059J,SIDM00659,GBM,158,PF-562271,1.433769,0.905004,-0.425966,intact,CNS/Brain
GDSC1,949153,HAL-01,SIDM00289,ALL,158,PF-562271,1.910338,0.935666,0.020005,null,Lymphoid
GDSC1,949154,OMC-1,SIDM00240,CESC,158,PF-562271,3.687397,0.986319,1.682967,intact,Cervix
GDSC1,949155,ES8,SIDM00261,UNCLASSIFIED,158,PF-562271,0.542112,0.844851,-1.260374,null,Bone
GDSC1,949156,ES4,SIDM00264,UNCLASSIFIED,158,PF-562271,1.732562,0.914807,-0.146357,null,Bone
GDSC1,949157,ES6,SIDM00262,UNCLASSIFIED,158,PF-562271,2.084804,0.926469,0.183269,intact,Bone
GDSC1,949158,ES1,SIDM00266,UNCLASSIFIED,158,PF-562271,1.560578,0.909792,-0.307299,null,Bone
GDSC1,949160,EW-7,SIDM00201,UNCLASSIFIED,158,PF-562271,1.085532,0.904099,-0.751844,intact,Bone
GDSC1,949161,EW-3,SIDM00202,UNCLASSIFIED,158,PF-562271,3.813646,0.981622,1.80111,intact,Bone
GDSC1,949163,EW-1,SIDM00205,UNCLASSIFIED,158,PF-562271,1.490959,0.917921,-0.372448,null,Bone
GDSC1,949164,EW-18,SIDM00197,UNCLASSIFIED,158,PF-562271,1.260687,0.889696,-0.587935,intact,Bone
GDSC1,949165,EW-16,SIDM00198,UNCLASSIFIED,158,PF-562271,0.77122,0.856424,-1.045975,null,Bone
GDSC1,949166,EW-13,SIDM00621,UNCLASSIFIED,158,PF-562271,0.683314,0.830035,-1.128238,intact,Bone
GDSC1,949168,EW-24,SIDM00195,UNCLASSIFIED,158,PF-562271,3.388849,0.989988,1.403586,intact,Bone
GDSC1,949170,LAN-6,SIDM00330,NB,158,PF-562271,2.64435,0.956165,0.706889,null,Peripheral Nervous System
GDSC1,949171,NB10,SIDM00259,NB,158,PF-562271,2.568331,0.963192,0.635751,intact,Peripheral Nervous System
GDSC1,949172,NB12,SIDM00258,NB,158,PF-562271,3.191631,0.970737,1.219031,intact,Peripheral Nervous System
GDSC1,949173,NB6,SIDM00253,NB,158,PF-562271,3.65946,0.975673,1.656823,intact,Peripheral Nervous System
GDSC1,949174,NB7,SIDM00156,NB,158,PF-562271,1.032623,0.877884,-0.801356,intact,Peripheral Nervous System
GDSC1,949175,NB17,SIDM00255,NB,158,PF-562271,1.93339,0.919344,0.041576,intact,Peripheral Nervous System
GDSC1,949176,NB5,SIDM00254,NB,158,PF-562271,2.411834,0.965616,0.489302,intact,Peripheral Nervous System
GDSC1,949177,NB13,SIDM00257,NB,158,PF-562271,1.909425,0.95648,0.01915,intact,Peripheral Nervous System
GDSC1,949178,NB14,SIDM00256,NB,158,PF-562271,0.95541,0.891774,-0.873612,intact,Peripheral Nervous System
GDSC1,949179,NB1,SIDM00578,NB,158,PF-562271,1.016771,0.872249,-0.81619,intact,Peripheral Nervous System
GDSC1,971777,MZ2-MEL,SIDM00179,SKCM,158,PF-562271,1.517992,0.899563,-0.347151,null,Skin
GDSC1,998189,LS-180,SIDM00680,COREAD,158,PF-562271,1.773401,0.89929,-0.10814,intact,Bowel
GDSC1,1240121,BICR22,SIDM00485,HNSC,158,PF-562271,1.800279,0.923052,-0.082988,intact,Head and Neck
GDSC1,1240122,BICR78,SIDM00501,HNSC,158,PF-562271,2.919194,0.963521,0.964086,null,Head and Neck
GDSC1,1240123,CCK-81,SIDM00487,COREAD,158,PF-562271,2.696579,0.970136,0.755765,intact,Bowel
GDSC1,1240125,COLO-783,SIDM00955,SKCM,158,PF-562271,3.450177,0.985254,1.460977,intact,Skin
