DATASET,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,LN_IC50,AUC,Z_SCORE,status,lineage
GDSC1,1240127,EN,SIDM01045,UCEC,158,PF-562271,3.203718,0.96534,1.230342,intact,Uterus
GDSC1,1240128,ES-2,SIDM00861,UNCLASSIFIED,158,PF-562271,3.332891,0.988697,1.351222,intact,Ovary/Fallopian Tube
GDSC1,1240129,FU-OV-1,SIDM01040,OV,158,PF-562271,2.320549,0.932278,0.403877,intact,Ovary/Fallopian Tube
GDSC1,1240130,G-MEL,SIDM00129,SKCM,158,PF-562271,3.126454,0.983387,1.158039,intact,Skin
GDSC1,1240131,NCI-H2591,SIDM00101,MESO,158,PF-562271,3.651446,0.970963,1.649324,null,Pleura
GDSC1,1240132,NCI-H2595,SIDM00100,MESO,158,PF-562271,2.149502,0.914906,0.243813,null,Pleura
GDSC1,1240134,NCI-H2731,SIDM00098,MESO,158,PF-562271,2.414705,0.94612,0.491989,null,Pleura
GDSC1,1240135,NCI-H2803,SIDM00309,MESO,158,PF-562271,2.279769,0.947917,0.365716,intact,Pleura
GDSC1,1240136,NCI-H2804,SIDM00310,MESO,158,PF-562271,1.950799,0.917385,0.057868,intact,Pleura
GDSC1,1240138,NCI-H2869,SIDM00519,MESO,158,PF-562271,1.59825,0.898836,-0.272045,null,Pleura
GDSC1,1240139,NCI-H290,SIDM00518,MESO,158,PF-562271,1.752411,0.945091,-0.127783,null,Pleura
GDSC1,1240140,NCI-H3118,SIDM00517,UNCLASSIFIED,158,PF-562271,0.715856,0.840518,-1.097785,intact,Head and Neck
GDSC1,1240142,HARA,SIDM00598,LUSC,158,PF-562271,1.62352,0.907484,-0.248398,intact,Lung
GDSC1,1240143,HCC-15,SIDM01072,LUSC,158,PF-562271,2.158238,0.929083,0.251988,null,Lung
GDSC1,1240145,HCC-44,SIDM01069,LUAD,158,PF-562271,0.899181,0.882037,-0.92623,intact,Lung
GDSC1,1240146,HCC-827,SIDM01067,LUAD,158,PF-562271,3.570473,0.972724,1.57355,intact,Lung
GDSC1,1240147,Hep3B2-1-7,SIDM00672,LIHC,158,PF-562271,0.897889,0.881627,-0.927439,intact,Liver
GDSC1,1240149,Hs-633T,SIDM00667,UNCLASSIFIED,158,PF-562271,0.686253,0.880418,-1.125487,null,Soft Tissue
GDSC1,1240150,Hs-683,SIDM00666,LGG,158,PF-562271,1.756004,0.938761,-0.12442,null,CNS/Brain
GDSC1,1240151,Hs-746T,SIDM00665,STAD,158,PF-562271,4.228234,0.979107,2.189078,intact,Esophagus/Stomach
GDSC1,1240153,IGR-37,SIDM01066,SKCM,158,PF-562271,1.813304,0.945994,-0.070799,intact,Skin
GDSC1,1240154,IHH-4,SIDM00600,THCA,158,PF-562271,0.687118,0.8867,-1.124678,null,Thyroid
GDSC1,1240155,IM-95,SIDM00602,STAD,158,PF-562271,0.562953,0.829592,-1.240871,intact,Esophagus/Stomach
GDSC1,1240157,JHH-2,SIDM00617,LIHC,158,PF-562271,2.923937,0.972043,0.968525,intact,Liver
GDSC1,1240158,JHH-4,SIDM00616,LIHC,158,PF-562271,2.072578,0.95025,0.171827,intact,Liver
GDSC1,1240159,JHH-6,SIDM00615,LIHC,158,PF-562271,1.364395,0.90213,-0.490885,intact,Liver
GDSC1,1240160,JHH-7,SIDM00614,LIHC,158,PF-562271,1.007634,0.89152,-0.824741,intact,Liver
GDSC1,1240161,JHU-011,SIDM00128,HNSC,158,PF-562271,0.998801,0.888255,-0.833006,intact,Head and Neck
GDSC1,1240162,JHU-022,SIDM00127,HNSC,158,PF-562271,1.31302,0.873551,-0.538962,intact,Head and Neck
GDSC1,1240166,KYM-1,SIDM00552,UNCLASSIFIED,158,PF-562271,2.617575,0.978776,0.681833,intact,Soft Tissue
GDSC1,1240167,KYSE-220,SIDM00551,ESCA,158,PF-562271,1.549247,0.912769,-0.317902,intact,Esophagus/Stomach
GDSC1,1240168,LN-18,SIDM00685,GBM,158,PF-562271,0.745441,0.896824,-1.0701,null,CNS/Brain
GDSC1,1240169,LN-229,SIDM00684,GBM,158,PF-562271,1.934176,0.934925,0.042312,null,CNS/Brain
GDSC1,1240170,LNZTA3WT4,SIDM01220,GBM,158,PF-562271,1.110732,0.89361,-0.728262,intact,CNS/Brain
GDSC1,1240172,MDA-MB-436,SIDM00629,BRCA,158,PF-562271,3.524179,0.966854,1.530228,intact,Breast
GDSC1,1240173,MDST8,SIDM00527,COREAD,158,PF-562271,2.706463,0.971711,0.765013,intact,Bowel
GDSC1,1240174,MFE-319,SIDM00333,UCEC,158,PF-562271,0.831687,0.874319,-0.989391,intact,Uterus
GDSC1,1240178,ML-1,SIDM00442,THCA,158,PF-562271,0.814831,0.837862,-1.005164,intact,Thyroid
GDSC1,1240179,MS751,SIDM00638,CESC,158,PF-562271,1.914067,0.960067,0.023494,intact,Cervix
GDSC1,1240181,NB(TU)1-10,SIDM00579,NB,158,PF-562271,0.957961,0.889846,-0.871225,intact,Peripheral Nervous System
GDSC1,1240182,NCI-H1836,SIDM00770,SCLC,158,PF-562271,2.582873,0.961103,0.649359,intact,Lung
GDSC1,1240183,NCI-H1869,SIDM00768,LUSC,158,PF-562271,2.464612,0.948881,0.538691,null,Lung
GDSC1,1240184,NCI-H1915,SIDM00763,UNCLASSIFIED,158,PF-562271,2.240465,0.953963,0.328935,intact,Lung
GDSC1,1240185,NCI-H1944,SIDM00762,LUAD,158,PF-562271,2.485249,0.959726,0.558003,null,Lung
GDSC1,1240186,NCI-H196,SIDM00761,SCLC,158,PF-562271,3.519899,0.98348,1.526223,intact,Lung
GDSC1,1240187,NCI-H2023,SIDM00753,LUAD,158,PF-562271,2.680676,0.955512,0.740883,intact,Lung
GDSC1,1240189,NCI-H211,SIDM00704,SCLC,158,PF-562271,1.141816,0.894025,-0.699174,intact,Lung
GDSC1,1240190,NCI-H3122,SIDM00137,LUAD,158,PF-562271,1.015057,0.870302,-0.817794,null,Lung
GDSC1,1240191,NCI-H647,SIDM01125,UNCLASSIFIED,158,PF-562271,1.576432,0.918988,-0.292462,null,Lung
GDSC1,1240193,NCI-H847,SIDM01149,SCLC,158,PF-562271,0.987087,0.915112,-0.843968,intact,Lung
GDSC1,1240196,OSC-20,SIDM00565,HNSC,158,PF-562271,1.692132,0.910654,-0.184191,intact,Head and Neck
GDSC1,1240197,OV-90,SIDM01141,OV,158,PF-562271,3.099029,0.959441,1.132375,intact,Ovary/Fallopian Tube
GDSC1,1240198,OVISE,SIDM00564,OV,158,PF-562271,1.999989,0.907799,0.1039,intact,Ovary/Fallopian Tube
GDSC1,1240199,OVKATE,SIDM00466,OV,158,PF-562271,5.079253,0.978175,2.985457,intact,Ovary/Fallopian Tube
GDSC1,1240200,OVMIU,SIDM00465,OV,158,PF-562271,1.382531,0.88091,-0.473914,intact,Ovary/Fallopian Tube
GDSC1,1240201,PA-TU-8988T,SIDM00453,PAAD,158,PF-562271,1.559904,0.920934,-0.30793,intact,Pancreas
GDSC1,1240204,PCI-15A,SIDM00270,HNSC,158,PF-562271,1.968807,0.948746,0.07472,intact,Head and Neck
GDSC1,1240205,PCI-38,SIDM00155,HNSC,158,PF-562271,1.326863,0.902783,-0.526008,intact,Head and Neck
GDSC1,1240206,PCI-6A,SIDM00115,HNSC,158,PF-562271,1.148412,0.89975,-0.693001,null,Head and Neck
GDSC1,1240207,PE-CA-PJ15,SIDM00473,HNSC,158,PF-562271,2.949929,0.973317,0.992848,null,Head and Neck
GDSC1,1240209,RERF-GC-1B,SIDM00358,STAD,158,PF-562271,1.057325,0.868756,-0.77824,intact,Esophagus/Stomach
GDSC1,1240210,RH-41,SIDM00426,UNCLASSIFIED,158,PF-562271,2.259597,0.975953,0.346839,intact,Soft Tissue
GDSC1,1240212,SISO,SIDM00394,CESC,158,PF-562271,0.905459,0.878445,-0.920355,intact,Cervix
GDSC1,1240215,SKN,SIDM00377,UNCLASSIFIED,158,PF-562271,2.779099,0.962548,0.832986,null,Uterus
GDSC1,1240217,SNU-398,SIDM01181,LIHC,158,PF-562271,-0.439347,0.715752,-2.178817,intact,Liver
GDSC1,1240218,SU8686,SIDM01188,PAAD,158,PF-562271,2.214979,0.941497,0.305086,null,Pancreas
GDSC1,1240219,SUIT-2,SIDM00371,PAAD,158,PF-562271,1.563324,0.91956,-0.304729,intact,Pancreas
GDSC1,1240220,SW156,SIDM01162,KIRC,158,PF-562271,2.622831,0.954856,0.686751,null,Kidney
GDSC1,1240221,TC-71,SIDM00419,UNCLASSIFIED,158,PF-562271,3.167903,0.988448,1.196827,intact,Bone
GDSC1,1240222,TOV-21G,SIDM01169,OV,158,PF-562271,1.934711,0.932061,0.042812,intact,Ovary/Fallopian Tube
GDSC1,1240223,TT2609-C02,SIDM00418,THCA,158,PF-562271,0.333476,0.806256,-1.455613,intact,Thyroid
GDSC1,1240224,VMRC-RCW,SIDM00318,KIRC,158,PF-562271,3.297898,0.984043,1.318476,intact,Kidney
GDSC1,1240226,WM278,SIDM00975,SKCM,158,PF-562271,0.57436,0.821626,-1.230196,intact,Skin
GDSC1,1247871,SUP-B15,SIDM01176,ALL,158,PF-562271,1.076448,0.890123,-0.760345,null,Lymphoid
GDSC1,1247873,H3255,SIDM00046,LUAD,158,PF-562271,2.010343,0.925267,0.113588,null,Lung
GDSC1,1287706,451Lu,SIDM01240,SKCM,158,PF-562271,1.232871,0.896169,-0.613965,intact,Skin
GDSC1,1290455,OCI-AML3,SIDM00462,LAML,158,PF-562271,2.978231,0.98613,1.019333,intact,Myeloid
GDSC1,1290722,ASH-3,SIDM00491,THCA,158,PF-562271,0.702652,0.86003,-1.110141,intact,Thyroid
GDSC1,1290724,BICR10,SIDM00077,HNSC,158,PF-562271,1.091555,0.877022,-0.746208,null,Head and Neck
GDSC1,1290725,BICR31,SIDM00078,HNSC,158,PF-562271,1.471559,0.910498,-0.390602,intact,Head and Neck
GDSC1,1290730,CAL-29,SIDM00936,BLCA,158,PF-562271,2.118096,0.948672,0.214423,null,Bladder/Urinary Tract
GDSC1,1290765,CAL-78,SIDM00929,UNCLASSIFIED,158,PF-562271,1.334838,0.898161,-0.518545,intact,Bone
GDSC1,1290767,CHSA0011,SIDM00051,UNCLASSIFIED,158,PF-562271,2.124851,0.90668,0.220744,null,Bone
GDSC1,1290769,CL-11,SIDM00944,COREAD,158,PF-562271,3.383181,0.974497,1.398282,intact,Bowel
GDSC1,1290795,CS1,SIDM00199,UNCLASSIFIED,158,PF-562271,2.678285,0.96262,0.738645,null,Bone
GDSC1,1290797,DAN-G,SIDM00950,PAAD,158,PF-562271,2.55692,0.981483,0.625072,null,Pancreas
GDSC1,1290798,EFM-192A,SIDM01002,BRCA,158,PF-562271,-0.507612,0.689891,-2.242699,intact,Breast
GDSC1,1290806,FU97,SIDM00503,STAD,158,PF-562271,1.6122,0.92838,-0.258991,intact,Esophagus/Stomach
GDSC1,1290807,G-292-Clone-A141B1,SIDM00858,UNCLASSIFIED,158,PF-562271,-1.627911,0.525509,-3.291068,intact,Bone
GDSC1,1290808,NCI-H2369,SIDM00104,MESO,158,PF-562271,3.109524,0.981471,1.142196,null,Pleura
GDSC1,1290809,NCI-H2373,SIDM00103,MESO,158,PF-562271,2.687356,0.947419,0.747134,null,Pleura
GDSC1,1290810,NCI-H2461,SIDM00102,MESO,158,PF-562271,3.346929,0.962007,1.364358,null,Pleura
GDSC1,1290812,NCI-H2722,SIDM00099,MESO,158,PF-562271,1.103353,0.861488,-0.735167,null,Pleura
GDSC1,1290813,NCI-H2795,SIDM00154,MESO,158,PF-562271,3.126303,0.9814,1.157897,null,Pleura
GDSC1,1290814,NCI-H2818,SIDM00520,MESO,158,PF-562271,3.721059,0.980596,1.714467,null,Pleura
GDSC1,1290908,HCC-78,SIDM01068,LUAD,158,PF-562271,1.774192,0.91427,-0.1074,intact,Lung
GDSC1,1290922,HDQ-P1,SIDM01062,BRCA,158,PF-562271,3.129054,0.967073,1.160472,intact,Breast
GDSC1,1295740,ALL-SIL,SIDM00994,ALL,158,PF-562271,0.331437,0.839036,-1.457522,null,Lymphoid
GDSC1,1295741,AMO-1,SIDM00993,MM,158,PF-562271,2.231247,0.977265,0.32031,intact,Lymphoid
GDSC1,1297439,COR-L95,SIDM00521,SCLC,158,PF-562271,3.969654,0.986832,1.9471,intact,Lung
GDSC1,1297446,DND-41,SIDM00946,ALL,158,PF-562271,1.16814,0.918667,-0.67454,intact,Lymphoid
GDSC1,1297447,EJM,SIDM01048,MM,158,PF-562271,2.522743,0.981419,0.59309,intact,Lymphoid
GDSC1,1297449,Farage,SIDM00859,DLBC,158,PF-562271,1.585453,0.95444,-0.284021,intact,Lymphoid
GDSC1,1298134,HeLa,SIDM00846,CESC,158,PF-562271,1.739781,0.951416,-0.139601,intact,Cervix
GDSC1,1298136,HPAC,SIDM00670,PAAD,158,PF-562271,1.966601,0.903565,0.072655,intact,Pancreas
GDSC1,1298141,Hs-766T,SIDM00664,PAAD,158,PF-562271,3.65959,0.96843,1.656944,intact,Pancreas
GDSC1,1298144,Hs-939-T,SIDM00663,SKCM,158,PF-562271,1.780881,0.918062,-0.101141,intact,Skin
GDSC1,1298151,JHH-1,SIDM00618,LIHC,158,PF-562271,1.716572,0.924689,-0.161321,intact,Liver
GDSC1,1298156,JHU-029,SIDM00690,HNSC,158,PF-562271,1.864375,0.913924,-0.023007,null,Head and Neck
GDSC1,1298157,JIMT-1,SIDM01037,BRCA,158,PF-562271,1.949836,0.93672,0.056967,intact,Breast
GDSC1,1298160,K2,SIDM00126,SKCM,158,PF-562271,0.576393,0.798671,-1.228294,null,Skin
GDSC1,1298167,KMH-2,SIDM00619,THCA,158,PF-562271,0.027004,0.796106,-1.742409,intact,Thyroid
GDSC1,1298168,KMRC-1,SIDM00611,KIRC,158,PF-562271,1.192712,0.886903,-0.651546,null,Kidney
GDSC1,1298169,KMRC-20,SIDM00609,KIRC,158,PF-562271,3.765789,0.986984,1.756325,null,Kidney
GDSC1,1298215,KON,SIDM00604,HNSC,158,PF-562271,0.341727,0.823684,-1.447892,null,Head and Neck
GDSC1,1298216,KP-1N,SIDM00583,PAAD,158,PF-562271,1.172973,0.889758,-0.670017,null,Pancreas
GDSC1,1298218,KP-2,SIDM00582,PAAD,158,PF-562271,1.947513,0.936453,0.054793,null,Pancreas
GDSC1,1298219,KP-3,SIDM00571,UNCLASSIFIED,158,PF-562271,2.849053,0.956933,0.898449,intact,Pancreas
GDSC1,1298222,KYSE-50,SIDM00550,ESCA,158,PF-562271,0.483761,0.838841,-1.314978,null,Esophagus/Stomach
GDSC1,1298223,LC-1-sq,SIDM00300,LUSC,158,PF-562271,3.857878,0.983449,1.842501,null,Lung
GDSC1,1298226,LOU-NH91,SIDM00341,LUSC,158,PF-562271,2.918926,0.971145,0.963836,null,Lung
GDSC1,1298347,NCI-H1435,SIDM00658,LUAD,158,PF-562271,3.414171,0.986103,1.427283,intact,Lung
GDSC1,1298348,NCI-H1568,SIDM00750,LUAD,158,PF-562271,1.71491,0.902345,-0.162876,intact,Lung
GDSC1,1298349,NCI-H1688,SIDM00792,SCLC,158,PF-562271,2.54491,0.964439,0.613833,intact,Lung
GDSC1,1298350,NCI-H1781,SIDM00754,LUAD,158,PF-562271,1.80877,0.935661,-0.075042,intact,Lung
GDSC1,1298351,NCI-H2110,SIDM00703,UNCLASSIFIED,158,PF-562271,1.726052,0.928448,-0.152449,intact,Lung
GDSC1,1298352,NCI-H2135,SIDM00700,UNCLASSIFIED,158,PF-562271,2.507019,0.967878,0.578375,intact,Lung
GDSC1,1298353,NCI-H2172,SIDM00926,UNCLASSIFIED,158,PF-562271,1.925985,0.908833,0.034647,intact,Lung
GDSC1,1298356,NCI-H2444,SIDM00723,UNCLASSIFIED,158,PF-562271,3.48093,0.980846,1.489756,intact,Lung
GDSC1,1298357,NUGC-4,SIDM00570,STAD,158,PF-562271,2.121571,0.951049,0.217675,null,Esophagus/Stomach
GDSC1,1298358,OCUM-1,SIDM00568,STAD,158,PF-562271,2.317083,0.946033,0.400635,intact,Esophagus/Stomach
GDSC1,1298362,OSC-19,SIDM00566,HNSC,158,PF-562271,1.76278,0.933012,-0.118079,intact,Head and Neck
GDSC1,1298365,OVTOKO,SIDM00425,OV,158,PF-562271,0.001739,0.743984,-1.766052,intact,Ovary/Fallopian Tube
GDSC1,1298475,PANC-02-03,SIDM01139,PAAD,158,PF-562271,2.320758,0.938614,0.404073,intact,Pancreas
GDSC1,1298476,PANC-04-03,SIDM01137,PAAD,158,PF-562271,2.840943,0.934929,0.890859,intact,Pancreas
GDSC1,1298526,PA-TU-8902,SIDM00455,PAAD,158,PF-562271,1.665052,0.91471,-0.209533,intact,Pancreas
GDSC1,1298529,PCI-30,SIDM00044,HNSC,158,PF-562271,4.031594,0.981926,2.005063,intact,Head and Neck
GDSC1,1298531,PCI-4B,SIDM00043,HNSC,158,PF-562271,0.992546,0.885231,-0.83886,intact,Head and Neck
GDSC1,1298533,PL4,SIDM00042,PAAD,158,PF-562271,2.609864,0.959931,0.674617,null,Pancreas
GDSC1,1298537,RERF-LC-KJ,SIDM00356,LUAD,158,PF-562271,3.050588,0.970531,1.087044,intact,Lung
GDSC1,1298538,RERF-LC-Sq1,SIDM00354,LUSC,158,PF-562271,4.397651,0.978068,2.347617,null,Lung
GDSC1,1298539,RKN,SIDM00353,UNCLASSIFIED,158,PF-562271,2.423311,0.96135,0.500042,null,Soft Tissue
GDSC1,1299050,SAT,SIDM00350,HNSC,158,PF-562271,2.436796,0.923184,0.512661,intact,Head and Neck
GDSC1,1299052,SCC90,SIDM00399,HNSC,158,PF-562271,1.010388,0.834381,-0.822164,intact,Head and Neck
GDSC1,1299059,SKN-3,SIDM00375,HNSC,158,PF-562271,2.962676,0.965249,1.004777,null,Head and Neck
GDSC1,1299061,STS-0421,SIDM00041,UNCLASSIFIED,158,PF-562271,0.488543,0.81065,-1.310503,intact,Esophagus/Stomach
GDSC1,1299064,T-T,SIDM00322,ESCA,158,PF-562271,0.881048,0.873245,-0.943199,intact,Esophagus/Stomach
GDSC1,1299070,TOV-112D,SIDM01170,OV,158,PF-562271,0.808864,0.855536,-1.010748,intact,Ovary/Fallopian Tube
GDSC1,1299075,VCaP,SIDM01077,PRAD,158,PF-562271,1.799888,0.936147,-0.083354,intact,Prostate
GDSC1,1299078,WM1552C,SIDM00976,SKCM,158,PF-562271,1.353828,0.899576,-0.500774,null,Skin
GDSC1,1299080,WM35,SIDM00974,SKCM,158,PF-562271,-0.774496,0.665293,-2.492448,null,Skin
GDSC1,1299081,WM793B,SIDM00973,SKCM,158,PF-562271,1.193997,0.889753,-0.650343,intact,Skin
GDSC1,1303896,GA-10,SIDM00854,UNCLASSIFIED,158,PF-562271,0.323976,0.81604,-1.464504,intact,Lymphoid
GDSC1,1303897,GRANTA-519,SIDM01058,DLBC,158,PF-562271,2.785275,0.980568,0.838765,null,Lymphoid
GDSC1,1303900,HCC1500,SIDM00879,BRCA,158,PF-562271,3.440055,0.982861,1.451505,null,Breast
GDSC1,1303901,HCC-33,SIDM01071,SCLC,158,PF-562271,2.540217,0.970408,0.609441,intact,Lung
GDSC1,1303912,CHSA8926,SIDM00176,UNCLASSIFIED,158,PF-562271,0.14271,0.762182,-1.634131,null,Bone
GDSC1,1322218,Hs-445,SIDM00668,UNCLASSIFIED,158,PF-562271,2.099203,0.962611,0.196743,intact,Lymphoid
GDSC1,1322224,HSC-39,SIDM00045,STAD,158,PF-562271,2.836352,0.990033,0.886563,null,Esophagus/Stomach
GDSC1,1323913,NB4,SIDM00428,LAML,158,PF-562271,0.285104,0.842131,-1.50088,null,Myeloid
GDSC1,1327766,JJN-3,SIDM01036,MM,158,PF-562271,1.221047,0.931215,-0.62503,intact,Lymphoid
GDSC1,1327768,JM1,SIDM00689,DLBC,158,PF-562271,1.065275,0.91871,-0.770801,null,Lymphoid
GDSC1,1327769,JSC-1,SIDM00688,DLBC,158,PF-562271,2.380627,0.962089,0.460098,intact,Lymphoid
GDSC1,1327771,JURL-MK1,SIDM01015,LCML,158,PF-562271,2.333034,0.954538,0.415561,null,Myeloid
GDSC1,1327774,KARPAS-231,SIDM01017,UNCLASSIFIED,158,PF-562271,1.355587,0.956677,-0.499128,intact,Lymphoid
GDSC1,1327775,KARPAS-620,SIDM01006,MM,158,PF-562271,2.339319,0.977147,0.421443,intact,Lymphoid
GDSC1,1330931,KCL-22,SIDM01004,LCML,158,PF-562271,1.042921,0.916593,-0.791719,intact,Myeloid
GDSC1,1330933,KOPN-8,SIDM01034,UNCLASSIFIED,158,PF-562271,0.962744,0.907712,-0.866749,intact,Lymphoid
GDSC1,1330935,L-1236,SIDM00313,UNCLASSIFIED,158,PF-562271,2.032868,0.967148,0.134668,intact,Lymphoid
GDSC1,1330941,MDA-MB-330,SIDM00631,BRCA,158,PF-562271,3.587387,0.977581,1.589377,intact,Breast
GDSC1,1330942,ME-1,SIDM00338,LAML,158,PF-562271,3.69839,0.98696,1.693254,intact,Myeloid
GDSC1,1330947,MOLM-13,SIDM00437,LAML,158,PF-562271,-1.568339,0.541209,-3.235321,null,Myeloid
GDSC1,1330950,MOLP-8,SIDM00434,MM,158,PF-562271,0.398434,0.835464,-1.394826,null,Lymphoid
GDSC1,1330960,MY-M12,SIDM01217,ALL,158,PF-562271,2.597272,0.963073,0.662834,null,Myeloid
GDSC1,1330972,NCI-H1876,SIDM00766,SCLC,158,PF-562271,3.491953,0.986678,1.500071,intact,Lung
GDSC1,1330981,NK-92MI,SIDM01201,UNCLASSIFIED,158,PF-562271,0.878083,0.889717,-0.945973,intact,Lymphoid
GDSC1,1330982,NU-DUL-1,SIDM00443,DLBC,158,PF-562271,1.365588,0.946719,-0.489769,intact,Lymphoid
GDSC1,1330983,OCI-AML5,SIDM00461,LAML,158,PF-562271,0.651469,0.865234,-1.158038,intact,Myeloid
GDSC1,1330984,OCI-LY-19,SIDM00460,DLBC,158,PF-562271,1.118296,0.909659,-0.721183,null,Lymphoid
GDSC1,1330985,OCI-M1,SIDM00458,LAML,158,PF-562271,2.337698,0.991931,0.419925,intact,Myeloid
GDSC1,1330987,P32-ISH,SIDM00362,UNCLASSIFIED,158,PF-562271,0.884077,0.931447,-0.940365,intact,Lymphoid
GDSC1,1330991,PL-21,SIDM00450,LAML,158,PF-562271,1.293762,0.873017,-0.556983,intact,Myeloid
GDSC1,1330995,RC-K8,SIDM00448,DLBC,158,PF-562271,2.665977,0.98368,0.727127,intact,Lymphoid
GDSC1,1331025,ROS-50,SIDM00415,UNCLASSIFIED,158,PF-562271,4.503076,0.986954,2.446273,intact,Lymphoid
GDSC1,1331030,SC-1,SIDM00400,,158,PF-562271,2.032895,0.961602,0.134692,intact,Lymphoid
GDSC1,1331032,SLVL,SIDM00374,DLBC,158,PF-562271,1.394402,0.906442,-0.462806,intact,Lymphoid
GDSC1,1331033,SU-DHL-10,SIDM00389,DLBC,158,PF-562271,0.473138,0.897059,-1.324919,intact,Lymphoid
GDSC1,1331034,SU-DHL-16,SIDM00404,DLBC,158,PF-562271,0.37522,0.87558,-1.41655,intact,Lymphoid
GDSC1,1331035,SU-DHL-4,SIDM00405,DLBC,158,PF-562271,2.085685,0.997115,0.184093,intact,Lymphoid
GDSC1,1331036,SU-DHL-5,SIDM00406,DLBC,158,PF-562271,0.594205,0.892291,-1.211625,intact,Lymphoid
GDSC1,1331037,SU-DHL-6,SIDM00407,DLBC,158,PF-562271,0.585747,0.898968,-1.21954,intact,Lymphoid
GDSC1,1331038,SU-DHL-8,SIDM00423,DLBC,158,PF-562271,1.548398,0.937268,-0.318697,intact,Lymphoid
GDSC1,1331039,SUP-HD1,SIDM00422,UNCLASSIFIED,158,PF-562271,1.117436,0.904194,-0.721988,intact,Lymphoid
GDSC1,1331040,SUP-M2,SIDM00421,UNCLASSIFIED,158,PF-562271,1.229946,0.936414,-0.616702,intact,Lymphoid
GDSC1,1331045,TK,SIDM00323,DLBC,158,PF-562271,2.429277,0.97595,0.505624,intact,Lymphoid
GDSC1,1331048,VAL,SIDM00416,DLBC,158,PF-562271,2.501138,0.954701,0.572872,intact,Lymphoid
GDSC1,1331049,WIL2-NS,SIDM01102,UNCLASSIFIED,158,PF-562271,1.342591,0.944959,-0.51129,intact,Myeloid
GDSC1,1331050,WSU-DLCL2,SIDM00413,DLBC,158,PF-562271,3.071812,0.990062,1.106906,intact,Lymphoid
