covariate,coef,HR,HR_lo95,HR_hi95,p
age,0.0434594005942265,1.0444175907176891,1.0289656697240932,1.0601015523608592,1.0991933344996341e-08
mgmt_methylated,-0.2257556444555658,0.7979130523243789,0.5872060799726255,1.0842279410650641,0.14900688894282518
cdk46_eligible,0.28059824814260653,1.3239216091119546,0.9519097094551355,1.8413179418842736,0.0954861184425669
