,CDKN2A,CDKN2B,MTAP,cdkn_null,mtap_null,FERMT2,ILK,ITGAV,ITGB5,LATS1,LATS2,MAT2A,MOB1A,MOB1B,NF2,PRMT5,PTK2,SAV1,STK3,STK4,TEAD1,TEAD2,TEAD3,TEAD4,TLN1,VCL,WWTR1,YAP1,cns
ACH-000261,0.5469705262647095,0.5469705262647095,0.5469705262647095,0,0,-0.5465031751140199,-0.3364056669476816,-1.4751037370337683,-0.7300470167796174,0.083319229431648,-0.0388102658702534,-1.7447302032405856,-0.1214149892476442,-0.0024384253819682,0.3596563934590076,-1.159172022355635,-0.6020647311693632,0.1590018684293066,-0.315829442330213,-0.1699722988019371,-0.2986298126126166,-0.0420465407118251,-0.1747929891848736,-0.0729600263501315,-0.7234192850377289,-0.4785799381149347,-0.4182028583007235,-0.7613796023499313,0
ACH-000401,0.2733289281379645,0.7523265970140051,0.7693030856113278,0,0,-1.2785308314131765,-0.7301872437419956,-0.643079678046361,0.0069914193224795,0.30057943389915,0.289778980565989,-1.7062867714059078,-0.1194054454885471,-0.0524301949560233,0.0808468087889809,-1.3449878405022166,-0.8235088791548915,0.2906253069868065,-0.0066219358117195,-0.1531618224035664,-0.3894347663552802,-0.0993968100476948,-0.1845400509335602,-0.1850059272093604,-0.4085379704352974,-0.2960369066449233,-0.5272817963804712,0.0386214948172538,0
ACH-000168,1.2193851265876859e-09,0.0006245707939763,1.2193851265876859e-09,1,1,-0.2174581651656221,0.006907887113829,-0.1979400039007988,-0.0412685987865147,0.0823677222959862,-0.3752386248481487,-2.8940840847637914,-0.1038125310144026,-0.0027546950460214,0.1610310419825731,-1.1995586654527308,-0.3044818761874631,0.1179573491896943,-0.3106658545536804,-0.0846783954989493,-0.0073046164502243,-0.0602110020156925,-0.0472989339626218,-0.1001862014556455,-0.0115487761086311,-0.26872439616784,-0.2134506589612319,-0.1797003478486118,0
ACH-000843,0.7415397833740667,0.7415397833740667,0.7415397833740667,0,0,-0.2778431563405419,-0.6845673784890923,-0.2701388170063137,-0.0641067763024255,0.1056190522461379,-0.1070806545649744,-2.128982260863988,0.1014269730607012,-0.0208599206203577,0.3415287826686323,-1.2005836283159173,-0.6016541407605676,0.1398106616234424,-0.1793896819373983,-0.041650584312044,-0.2444174311271373,-0.1110038721359403,-0.3294555725275235,-0.1224597272557717,-0.0753821350692115,-0.3333244288557224,-0.6765748212003846,-0.1163015553598811,0
ACH-000487,0.0006605010359329,0.0001666471598585,1.101958470415263e-09,1,1,-0.0565325961866099,0.0872026207074681,-0.1268700343681803,0.0331259026089925,0.1387667029470746,-0.0980022591391966,-1.835015727789068,-0.0925859707603518,0.0099279843897317,0.1426688228514303,-1.1951937821203684,-0.1587423208207301,0.0424888141689214,-0.0779192074619602,-0.3055953432815413,0.0634315994993749,-0.0919891142556498,-0.0423634026561845,0.1366067743666755,-0.0582162969452016,-0.2727568460722652,-0.1810180408171986,-0.1769815969367382,0
ACH-002806,0.6389482528455934,0.6389482528455934,0.6389482528455934,0,0,-0.9220453226960086,-0.0783493098600733,-1.1237320195494538,-0.155909299400952,0.1536808756736282,-0.0457006012906559,-1.2262596269817054,-0.0525282860232656,0.1009102851517867,0.2334076563300311,-0.5859007184743006,-1.022918661587791,0.0383228362440147,-0.2959351644959732,-0.1306225173570824,-0.4324200085723639,-0.1786591457076742,-0.0522439924080293,0.0839816729464148,-0.0347812464659774,-0.3498265405306413,-0.2361247767197185,-0.607560142153741,1
ACH-000694,0.0004435308173436,0.5355610070037126,8.891500776506865e-10,1,1,-0.2431873885366848,-0.4447500650990751,-0.2728700073880943,-0.118060606931994,0.2777532577217435,0.0560831337393491,-1.711371350567399,-0.0876189970330167,0.13631935500297,0.3642482966858738,-1.3014346045842689,-0.118191303964547,0.0169092698371114,-0.1616954891068726,-0.0272610871062966,-0.1564517936805486,-0.0817234699963847,-0.234254140300312,-0.1821191489869405,-0.6008352479134933,-0.4547943443933137,-0.429320519291831,0.0003813822576435,0
ACH-000783,1.1507328967010202,1.1507328967010202,1.1507328967010202,0,0,-0.6003537847848058,0.3300995666960662,-1.1949426033051198,-0.568602856088414,-0.000987821411556,-0.3239034707962205,-2.014192781870816,-0.0567992888163757,0.0954368544192456,-0.2062221276163176,-0.5674431945179221,-0.3634677519253982,0.1969282419399938,-0.0924190883382846,-0.0188545086958419,0.0956055529017911,-0.1257760936714684,-0.095082363091234,-0.1056674176743585,0.006370687783646,-0.3541723957727501,-0.158543094942045,-0.5105787123335528,0
ACH-000054,0.0010817127884223,0.0916343423474939,9.73933284079173e-10,1,1,-1.3329431509465128,-0.980262150650928,-1.264487851620251,-1.029725960786308,0.13076526018854,0.1611406421834665,-2.153020801734745,-0.0296708593861577,0.094107430694869,0.3197203728950782,-0.9531956725797786,-1.1455796890163823,0.2253426225151561,-0.120960582637049,-0.1693972259861642,-0.0895940248796313,-0.2158405808804055,-0.2270847724543301,-0.2324826033997922,-0.5265666666584806,-0.6074546796720348,-0.551250514072422,-0.1664509884498063,0
ACH-000113,0.9535285231413396,0.9535285231413396,0.9535285231413396,0,0,-0.0786085305497926,0.0391658359738805,-0.2340025911551951,0.0369334018149774,0.0917520854567095,-0.0667881184579687,-2.2088858025697498,-0.0243465422318961,0.0310820069914997,0.2029032323542771,-1.140893140159438,-0.2187932618335781,0.1752606334522102,-0.0362755698572707,-0.1979540371047585,0.0073227606918223,-0.0326144796777051,-0.3234487040347407,-0.0730391195308729,0.0049052621676293,-0.2788448796058553,-0.072658067330256,-0.1051476676266536,0
ACH-000210,4.565145602023885e-09,0.0001372332348259,1.1264293686279624e-09,1,1,0.1618135464641764,-0.1770827184567025,-0.382483082132442,-0.4839711346349699,-0.3003609922890349,0.1682096885847603,-1.670344823156669,-0.1801059459365148,-0.0094809421489363,0.1546857857584553,-0.4033558315244484,-0.3551631460397111,0.1601718891836082,-0.4464259160411282,-0.2154438036644935,-0.1808874307099737,-0.3444569336291444,-0.4731012089699794,-0.0077626496328327,0.0148681981016857,-0.0460407619999889,-0.1570831272662898,-0.2005361164112407,0
ACH-000950,0.9578528869890792,0.9578528869890792,0.9578528869890792,0,0,-0.2711155268319297,-0.3855695673727141,-0.7381983536863506,-0.1859503401403948,0.0984018379730402,-0.1290384056032664,-1.8544146816132423,-0.0501673423033163,0.0042091800300036,0.1885412017385213,-1.306602234218813,-0.4350255810908179,0.2527466153860584,-0.2700662974452701,-0.0062433327835437,-0.2380065492607767,-0.2058787628078483,-0.1052474526035536,-0.0676553269338944,0.0443737787888184,-0.4611013813353046,-0.264143552160788,-0.5274156632532663,0
ACH-002486,1.1855215221572535e-09,0.9817312920774012,1.1855215221572535e-09,1,1,-1.0119446332716313,-0.5744793347232924,-1.1304191047200072,-0.5486660609447369,0.1414124885888831,0.1422746460360716,-1.2449358474621164,0.0252989172747801,0.0241281349539819,0.266761793924856,-1.2275582811354806,-1.5328150689960167,0.165976884307373,-0.282461835697193,-0.1058389740410148,-0.2805142639278839,-0.0222316116752881,-0.1175864477892549,-0.300650540479989,-0.5494362337927505,-0.5389464163495741,-0.5656740345350026,-0.1115408624869965,0
ACH-002510,0.4094875118453095,0.5317468293576644,0.6341899850061858,0,0,-0.3934666269023689,-0.7700649857686415,-0.8823396787776603,-0.1488739308544413,0.3172453020518347,-0.0368664191778449,-1.6346054578632558,0.0412470390732239,-0.068452144057314,0.170297459122858,-1.0792451689495235,-0.7156048208445049,0.1843343763355261,-0.1807844872379739,-0.1024228641348937,-0.4464540037807709,-0.411603310658105,0.0941759871120802,-0.3698274982983091,-0.9429863534310232,-0.7364282509843763,-0.2986115644191242,-0.2762096481258578,0
ACH-000525,0.5644563792234392,0.5644563792234392,0.5644563792234392,0,0,-0.1501851728841545,0.172010504839199,-0.1281233664938366,0.0822397188047559,0.1451574688540367,-0.0053755647720136,-1.7969975016585973,-0.050154004872622,0.0519236349936326,0.0754169369927635,-0.9123633968887294,0.1079175084080052,-0.1416999756431266,-0.1835423732541611,-0.0387268954558776,0.0009377027084584,-0.2186954997657628,-0.1333027654660126,-0.1237197242014407,0.1834093189442494,-0.211386645805625,-0.1168913159454094,-0.0272593311977134,0
ACH-000257,1.0374566105337375,1.0374566105337375,1.0374566105337375,0,0,0.0407403602194762,-0.3450799484073453,-0.5379332126084136,-0.4743391649433833,0.1673285928706764,-0.2081454631550826,-2.1719353036209315,-0.1393316549690792,0.0467610096089273,0.2609106399622386,-0.6066221291673777,-0.9618999814306064,-0.1555982490527118,-0.0725534471833447,-0.1032228150945981,-0.4543676766843049,0.0210296367157664,-0.3466379878408459,-0.0761903978307945,-0.626578517813003,-0.4243987901182243,-0.1215634692935268,-0.122498300600405,0
ACH-000280,0.0004014326465917,1.3309735063223506e-09,1.2466243984325655e-09,1,1,-0.6012926998644696,-0.5378262822611243,-0.4271243954834802,-0.157942996450468,0.2053041102295577,0.1433091213679568,-2.332053645851625,0.0259662588936586,0.0784569684274757,0.2914242082472004,-1.8336831706335412,-0.2624820754327989,0.5376774577094874,-0.0066072837835594,0.1634419918008691,-0.5831843055118215,-0.1883721466199844,-0.2357202961688898,-0.0948658771239857,-0.4504241199970953,-0.5966388442374433,-0.7747369503162072,-0.5398492682991414,0
ACH-000767,1.3208466685522735,1.3208466685522735,1.3208466685522735,0,0,-0.0267970831720136,-0.0331681572253454,-0.2234610474404298,-0.253321003000888,0.1199412666697745,-0.5009250808367197,-1.8334930087458532,0.0278791554812299,0.0399473218348178,0.2939367854430136,-0.5450759583577878,-0.213343137235994,0.0691346327986911,-0.1066618967896726,-0.0464788075284654,-0.0911749124063745,-0.0939961599726497,-0.2181237723091389,-0.1791027563294595,-0.0262253506196577,-0.0299589705726533,-0.2372990548465017,-0.2550527712827103,0
ACH-002677,0.5508803852267973,0.5508803852267973,0.5508803852267973,0,0,-0.2616465309074922,0.2045913999605457,-0.2722574129154197,0.13296653986717,0.1740637070903424,-0.0714394916970612,-1.7933034507449273,-0.0537420752885958,0.1660126163137539,0.05437501956931,-0.8473050656766437,-0.1949810718437976,0.073547805675167,-0.189926698263924,0.0256577123196312,-0.0874068130593405,-0.0576967554218555,-0.1492769211553339,-0.1103784039946771,0.0630614119493793,-0.1040378370316768,-0.2727017210296964,-0.0796600109772161,0
ACH-000463,0.0551747083574727,0.8304729022856604,0.0041948003280053,1,1,-0.1474932556342871,-0.2848848787151555,-0.5181829280288084,-0.1395655460495127,0.1714075229212498,0.0017173111504667,-1.5749239536586117,0.0181377091539021,0.0884290107630359,0.4649646691382189,-1.0193627066786894,-0.1636029999165209,0.0827643015040603,0.0150499014351554,0.1223609590832877,-0.0693644644927285,-0.2212704749930346,-0.1897534741386627,-0.152469217655146,-0.2611231316718905,-0.2083908284221544,-0.4557654255059532,-0.2262384516210583,0
ACH-001509,0.8317068388594273,0.8317068388594273,0.8317068388594273,0,0,-0.3568766526718051,-1.2445529697862607,-0.1902695122486283,-0.2129777531947781,0.1230204498161639,0.3461711277832327,-1.3324640391326696,-0.1223272437774235,-0.1072741723546489,0.5796416883450726,-1.0490001800103967,-0.5882890962189241,0.2108472068995832,0.0967252166090918,-0.1030129699426426,-0.1188626478001278,-0.1685330053180716,-0.3348293217484228,-0.1350259278525487,-0.5031832194080543,-0.5052769685511042,-0.6761790201485292,-0.9219054732325696,0
ACH-000427,1.059310112935094,1.059310112935094,1.059310112935094,0,0,-0.0010486462154681,-0.4660761743941585,-0.2362713370133209,-0.2262501790152152,-0.0707837032135345,0.0864611089896633,-0.3395370226606178,-0.1219144382325635,0.2075030726666429,0.7058291159466493,-1.0575382413443757,-0.3593382226197582,0.1319162261831376,-0.4397841439965845,-0.1958947722797248,-0.1143559427315865,-0.1135516297461705,-0.2820105677996831,-0.1167519944835822,-0.3529530105280773,-0.4899425784723109,-0.3321350825476443,-0.3547964572254213,0
ACH-000778,1.2666579589720064,1.2666579589720064,1.2666579589720064,0,0,-0.2909540255674885,-0.3775530807931471,-0.2132772049008909,0.1729803086418544,0.123402154594681,0.0381887991735054,-1.812875719360544,-0.0723104544554211,0.0302801105246907,0.2046297227780658,-1.1744455505196016,-0.522431130320333,0.2811852792463317,-0.1173622930435656,0.0173252879220006,-0.5126439134308225,-0.1601210922399417,-0.2691574290129589,0.027812025971631,-0.6545269617167762,-0.504856650730191,-0.4176203938460579,-0.8523992875632314,0
ACH-000355,0.835861606293424,0.835861606293424,0.835861606293424,0,0,-0.1151492152982062,-0.0602191968653934,-0.5258249790912658,-0.2918111602112951,0.0214369299221442,-0.1398873669261127,-1.0866562595030915,-0.0213585128494336,0.0720554398921983,0.365476981853676,-1.1209323023780438,-0.3408334513425541,0.133792642679494,-0.0990838120589561,-0.3279191257958743,-0.1851310990493822,0.0858203744882654,-0.2192479751060254,-0.0749578940621086,-0.1044970634268587,-0.4165778076577393,-0.3542296880243871,-0.3386075348236332,0
ACH-000653,0.7876425741957741,0.7876425741957741,0.7876425741957741,0,0,0.0660254874487921,0.0164382769148261,-0.248936740441014,-0.1900579960579667,0.016730308545465,0.1639989009837025,-1.9771438693404677,-0.0221160451434658,0.0666862755134378,0.1968725575476879,-0.7446376216144894,-0.2420940525723035,0.1175267310452317,-0.2328264418988589,-0.1303109309791325,0.0224588959713737,0.0733476892981449,-0.0285199596586964,-0.0931644548064474,-0.1038156935499174,-0.298708349738073,-0.2621600741415171,-0.0039808125923711,0
ACH-000764,0.5059956895049609,0.5059956895049609,0.5059956895049609,0,0,-0.8456349519404209,-0.3096072730533705,-0.8040992706134994,-0.8619887307717466,0.0618759291722864,-0.1361636779171732,-1.30491088272323,-0.0900309240293016,-0.1582642818839268,0.4722788744770424,-0.1651048533665342,-1.0003954667822197,0.211888049767131,-0.3121204842921924,-0.0875186408490943,-0.1593260400231197,-0.2541122347889306,-0.5212109201967878,0.0487855045660383,-0.5634452328802795,-0.5901709983332882,-0.3800951195022123,-0.3132048483655273,0
ACH-000738,1.3971005481066111e-09,1.3971005481066111e-09,1.3971005481066111e-09,1,1,-0.7059463704799019,-0.7279386600930635,-1.115237041107665,-0.3149265348482047,0.1837136243788591,0.1663204738890632,-1.5284786679960038,-0.1231949783822243,0.0576741395157217,0.2905830817534913,-1.1321961481641405,-0.7751393827692271,0.1651737304710718,-0.2861701038404486,-0.1588079096871654,-0.808011624508104,-0.1175655980593799,-0.2272688983542942,-0.1050384008438567,-0.6027969510619569,-0.5503452484140885,-0.7444548112819538,-0.3959539111604448,1
ACH-000024,0.9891512199467124,0.9891512199467124,0.9891512199467124,0,0,-0.0296331376022317,0.1923652694788643,-0.0863135089765539,-0.0795036881942075,0.1369707153484388,-0.1210535994976291,-2.0485983778830548,-0.1729797708780411,0.061764042629533,0.154637979073765,-0.9673819706914952,-0.10614231045261,0.0175255699754432,-0.1191063662392503,0.0246572310298944,0.1668028558285842,-0.1585071857902465,-0.1275018749593484,-0.1254492355232148,0.0551590807749106,-0.1886424447072932,-0.0694262723609246,-0.0491419848489686,0
ACH-000022,0.3407120789534034,0.3407120789534034,0.3407120789534034,0,0,-0.2310923546931546,-0.2287205052059661,-0.2801496059971068,-0.3812139543325866,0.125153860825996,-0.0686288686492924,-1.8994118118127827,-0.0005148157102939,-0.1335047897316066,0.0491132501611119,-1.020596386557735,-0.4299263962287039,-0.052162655633599,-0.2093416204817091,-0.0969088688040397,-0.0856594220244609,-0.2704844655637354,-0.1441819291641135,-0.0272801275049594,0.0834416642606023,0.0042991098750914,-0.2069006786483512,-0.4763152696022575,0
ACH-000226,0.5120575966632402,0.5120575966632402,0.5120575966632402,0,0,-0.0162586065760523,0.063584434208792,-0.0434682732618877,-0.024202312768974,0.2506495890400383,-0.0535331133775184,-1.7741913400496658,0.0072320282481273,0.1345113682777561,0.3478013254056186,-0.9653610950317504,0.0327419012108848,0.1037085697487493,-0.1626783446561897,-0.1467848436072956,0.1094195274234129,0.0096103706229919,-0.3285353983386208,-0.1287813405752505,0.2748439386787246,-0.1865427671370576,-0.1081206375762405,-0.1327254213034189,0
ACH-000320,0.3238792293280789,0.1018352079936045,0.4509070587450642,1,0,-0.467712610318011,-0.4084822383398462,-1.3555295775528815,-1.1138907816913262,0.1249868251515421,0.0259537877384383,-2.403190608092093,-0.1677673924323194,0.0377155344308492,0.1850198235391094,-1.3701978145927909,-0.2959292210661446,0.1395824139701931,-0.2374868537784742,-0.1462296556886673,-0.0443955050179742,-0.1371718691078265,-0.0961210761085777,-0.2549514240773702,-0.3262560353682893,-0.3161456591167449,-0.7223647202890511,0.0490880330296899,0
ACH-000317,0.0358148052412328,0.5602850876771537,1.1707482276396822e-09,1,1,-1.125750614953745,-0.8120764302562182,-1.5807318902106635,-0.7190324899228178,0.2435020419052334,0.0511089563869734,-1.861191020370912,-0.1032628459834852,0.0200381389305535,0.6418372161758972,-1.0516159380345422,-0.4751474975803578,0.2395463325180934,-0.3219304363109431,-0.092936561181594,-0.3931144849557727,-0.1593802934147666,-0.0945696736134173,0.0612020183547982,-0.4357227548949143,-0.3879570411511026,-1.4218762059419343,-0.0752717919158527,0
ACH-000337,0.0005757330924178,0.0017104251426195,1.9440372379718275e-09,1,1,-0.2176047665262142,-0.1178093152170221,-0.6464163942624073,-0.431655906478642,0.1751385110470374,0.0032594901261082,-1.9668530750134687,0.0445406304691307,-0.0191084605863,0.6264637222809863,-1.2433946801973113,-0.6018908672506884,-0.0670851435970124,-0.205433438299689,-0.0569226651126639,-0.1260990771576272,-0.1467248968875622,-0.4015591152358013,0.074428967562773,-0.2263399635899293,-0.3538100040565913,-0.1938709981556744,-0.0646074700919366,0
ACH-003180,1.0442260103819037,1.0442260103819037,1.0442260103819037,0,0,-1.29558264750146,-0.6061301018477566,-1.8588460979520456,-0.7175058075997662,0.1165583213213049,0.1209534119304314,-0.4084996719502345,0.1248248120944975,-0.0916613372632756,0.7466454991608764,-1.059836893522778,-1.2189838356351932,0.1619832063257984,-0.1311612407532463,-0.0450843049230081,-0.1786822126201622,0.0670868704988579,-0.3794384027354499,-0.1414624533034467,-0.722908908030945,-0.5469735901658721,-0.8595830962182163,-0.5143721720115111,0
ACH-002690,0.7973947434447825,0.7973947434447825,0.7973947434447825,0,0,-1.9990201620012995,-0.3696695476934545,-0.9320455628028186,-0.353485701088457,0.2400076160705261,0.0162628586268178,-1.7372878540012349,-0.1471522034217388,0.0052530461251316,0.3915641259759925,-0.6313351128678815,-0.8334064362759696,0.0745214936394654,-0.1629670962630041,0.0145369987749755,-0.1433111297826938,0.2235156970623155,-0.2195041130837825,-0.0118993548243453,-0.9029820376490376,-0.3404618205976099,-0.6352839444661674,-0.0433497355373714,0
ACH-000988,1.0756024898957723,1.0756024898957723,1.0756024898957723,0,0,-1.7724220744153665,-0.5924701525900049,-1.1217814150984031,-0.4490512506532889,0.2587653984352736,0.0375609533521135,-1.3936422786138858,-0.0524788045717945,-0.0101074660661372,1.3345743822138527,-1.609277162532071,-1.2744112576262356,0.3481797110456606,-0.3766022857649441,-0.0763017979992968,-0.4881000587011279,-0.2411483518218092,-0.3611001491397543,-0.2346276231561506,-0.8141714315732655,-0.395341796282744,-0.3522386807904906,-0.8340466121338042,0
ACH-001578,0.8772810435581762,0.8772810435581762,0.8772810435581762,0,0,-0.343972900796999,-0.1517745643286382,-0.3856868433502946,-0.3739599010991664,0.0816526193905866,-0.0300485401979417,-0.9397470210128216,-0.1555802158047101,0.1925655338657516,0.0672865200805591,-0.9870759653030928,-0.1668402482874605,0.0097566524788151,-0.1565125274884441,-0.2045429879682319,-0.0318525887590264,-0.3053105410140246,-0.1383035353605644,0.0745737311479617,-0.3619964322690008,-0.4052042811423805,0.0124258908323746,-0.2652004034860487,0
ACH-000541,1.0990286533246,1.0990286533246,1.0990286533246,0,0,-0.4901285999742601,0.2721914079106435,-0.2084540450803906,0.0270661160772413,0.1315961755555524,-0.010535093436229,-1.3581449688974454,-0.0430328295449563,0.1227859612406523,0.2269115057441528,-0.6913817875569097,-0.3548301721417687,0.0722673336694485,-0.1104073366521412,-0.0573784135374142,0.1587440917174375,-0.0508352898237502,0.0902339786926577,-0.1949511073075125,0.1524536615840211,-0.4140200176800883,-0.0626093941428361,0.0918469190011869,0
ACH-000785,0.0001805429890568,1.1894584313414243e-09,9.156149053942347e-10,1,1,-0.3489929775209456,-0.3054553194360565,-0.3570885155270258,-0.3930965066729978,0.0409191429925031,0.2003916759315336,-2.2586246815010496,0.0049486122723505,0.0095868575377336,0.4258335550326501,-1.3038022713103885,-0.7128733110906131,0.0360287688086619,-0.220667047702381,-0.1764952896670732,-0.6002332370941786,-0.1859888507166141,-0.3819092201812896,-0.2019856100932373,-0.5668279201841189,-0.1906853230867211,-0.2371078668246308,-0.5469031118928044,0
ACH-001322,0.5547378232254936,0.5547378232254936,0.5547378232254936,0,0,-1.6985775102660687,-0.6010252163144949,-1.011396909785676,-0.3550456715960641,0.1444649020695315,0.167112910008644,-1.60907922356976,0.281348902906458,0.0646417747572763,-0.2403033433326853,-0.8812119221680532,-1.0161974669028844,0.1376007346026964,-0.2993986958737853,0.0156734422781933,-0.0948999914086476,-0.0984892656103738,-0.3879647213642898,-0.3653713533654799,-0.2517788172154744,-0.478483773260665,-0.4753532163365819,-0.4976115136348324,0
ACH-001318,0.4434305276436603,0.4434305276436603,0.4434305276436603,0,0,-0.7034298231247155,-0.3495892411359542,-0.7456274690946784,-0.4200855690949844,0.0995052875769495,-0.1636129698046634,-1.6685798542690418,-0.019499055151138,0.0871555358942459,-0.2292821536180957,-1.158493352212404,-0.293670679481992,0.0527107364714964,-0.0906034486930579,-0.1306624403800333,0.0526422125513861,-0.0120406246505922,-0.2299992481553386,-0.1354659907252365,-0.2773961075413579,-0.248036172311335,-0.0985317750953235,-0.3585539472630866,0
ACH-001422,1.047422136118447,1.047422136118447,1.047422136118447,0,0,-0.3460488123915324,-0.2422663827998041,-0.1742496225122087,-0.0717888971628103,0.137974162765379,-0.1657749859679211,-2.25801418963971,0.0125463664837579,0.1125824456888578,-0.1708982337357293,-0.7457718761334379,-0.2134981051481077,0.0144506615243122,-0.2689834230874174,-0.0166752588829105,-0.025994691235199,-0.0949982820027993,-0.1690404295346979,0.0746697962953814,-0.54546250343953,-0.1498162087955073,-0.1502242502477694,-0.1195576549188935,0
ACH-000264,0.8000959899448484,0.8000959899448484,0.8000959899448484,0,0,-0.514617076427407,-0.4639582821538961,-1.2938964355070977,-1.1504425820916526,0.1825408272646759,0.0086087479463904,-1.6541506178644352,-0.1383062442503294,-0.0311292239420972,0.3166404488183669,-0.9185392841736776,-0.6680000349316294,0.0562781942950167,-0.2444657495675194,-0.108989681328244,0.0785740599397151,-0.1050580604708791,-0.1952875146199724,-0.0667542926472972,-0.337371456644938,-0.4696387630945999,-0.3938719850356376,-0.1427000588158819,0
ACH-001675,1.392539257890308,1.392539257890308,1.392539257890308,0,0,-0.3478927823190256,-0.4864282448533934,-0.3829558879773471,-0.1601822789390466,0.3062086061100723,0.1272292031581768,-1.3313001664463266,-0.0246439027329837,0.0479845972168346,0.4106056047268012,-1.328824028826666,-0.2647037742180546,0.0789345549333848,-0.1220361820122465,-0.0830231757504473,-0.4869508508280048,-0.25216888022383,-0.5978643633780013,-0.1392221723530564,-0.7759804701011138,-0.2588381582367132,-0.8038709665713353,-0.2073932348613364,0
ACH-000979,0.7858369990628774,0.7858369990628774,0.7858369990628774,0,0,-1.2963416156131715,-0.7338028672399421,-0.9480906322389856,-0.1678905131614044,-0.0109727866022797,-0.1152029200913992,-2.2964254722021327,-0.0795740293615636,-0.0984948947982874,0.4007704977245052,-0.5298794114192834,-0.6316277109528656,0.100183872772667,-0.0986844355924872,-0.1182231093469129,-0.4172593740855113,0.0652610596847171,-0.3430331222025773,-0.0688837848781113,-0.5564062097577862,-0.4496920674808641,-0.7284010251506696,-0.2056253416527197,0
ACH-001611,0.6991674857112457,0.6991674857112457,0.6991674857112457,0,0,-1.2056530601918176,-0.4317626694510624,-0.7279640963405365,-0.4693293083888503,0.083139381583915,-0.0049223699237284,-1.831780784257421,0.0876021496210946,-0.0523644993575075,0.9163984523906884,-1.036115523229752,-1.0607751548963966,0.2317405959553268,-0.0943790625860877,-0.2539085772616265,-0.2769582621020875,-0.1351262682928994,-0.3120796170739078,0.0579142393230397,-0.5344981086735389,-0.4809277000621738,-0.2084180196554864,-0.1631353422777954,1
ACH-000060,1.1467135103090604,1.1467135103090604,1.1467135103090604,0,0,-0.3357680023718692,-0.6757328976852863,-0.786191295359187,-0.678510105100176,0.1445190789436685,0.1439767230292328,-1.9482456556790693,0.0955092086302578,0.0704594206693019,0.5898423041342796,-0.9451345691805394,-0.8633809602747586,0.1127343953192333,-0.0299942849798908,-0.0283455695373106,-0.3983825276914464,-0.0477909670160461,-0.3185595866287626,-0.2202925372366429,-0.3344780058531798,-0.7012780492332797,-0.4690667432174734,-0.3758191747043568,0
ACH-001736,1.044445345515308,1.044445345515308,1.044445345515308,0,0,-0.1228011238580534,0.314133165689925,-0.236545277034566,-0.0043880614034444,0.179981687816015,-0.1310318736323193,-2.0122806696677507,0.0090549922705309,0.0129324335477422,0.2221087048180995,-1.2392522621590043,-0.048862947084709,0.0712454616978792,-0.1397329952123958,-0.0206833495341253,0.1179014524877818,-0.2338905339880404,-0.2812154120581202,0.1017748963269969,0.2991006461422821,-0.2795013511856432,-0.1357243926878931,-0.0543773424739028,0
ACH-001354,1.0088670035161371,1.0088670035161371,1.0088670035161371,0,0,-0.2167793301960411,-0.128511564280373,-0.4208048104741259,-0.5039526458130458,0.2055168858473265,-0.1706424096412037,-1.6643765905910963,0.0738383499805554,0.0852504016485299,0.2138880564618401,-0.7529399879027716,-0.356922825257666,0.0902983049350403,-0.1698457980993008,-0.1169409201467116,-0.0601948697086201,-0.179727348700471,-0.2279631010891016,0.0585022866535387,-0.0127354984648257,-0.226283721197978,-0.1928600722618838,-0.3220544592597361,1
ACH-000869,0.7374700301926638,0.8709410633781371,0.905189026373684,0,0,-0.450498270136618,-0.0605081330375279,-0.304980766744503,-0.1718178970758013,0.1897636276689719,-0.0436094042665362,-1.9635429442640928,-0.0768747363830036,0.0244202938732235,0.7077039899454391,-0.5692094567770574,-0.6093062151391146,-0.0711992502537361,-0.2440876686769017,-0.0714282912439525,-0.5478771766272083,-0.1528127630361558,-0.2869438460007172,0.0316447549801464,-0.715763724356927,-0.3642400097960757,-0.2091225397930967,-0.7930996456048329,0
ACH-001694,1.030804685454547,1.030804685454547,1.030804685454547,0,0,-0.2061494950088344,-0.7540437339697412,-0.1838480852082225,0.0772637409827644,0.1318962337484726,0.0005414384437808,-2.0851474263904866,-0.0370821253769376,0.0561331960716793,0.1145541086065288,-1.0625866074913874,-0.2273129717687008,0.1143298905327196,-0.139534785488114,0.0371158463520951,-0.3550418515398565,-0.2416485072904837,-0.2055958565602332,-0.0420924436568766,-0.4600751062950029,-0.2620975588750269,-0.4268698636171635,-0.3348872281475894,0
ACH-000858,0.8813701855802324,0.8813701855802324,0.8813701855802324,0,0,-0.2229460417586649,-0.0569928348604223,-0.0088187785486,-0.0205076807151649,0.1552791516694332,-0.06569404579702,-0.4149343649153407,-0.0818488307590705,0.0694197445658297,0.2284416113831792,-1.071660031361665,-0.2360518729063928,0.0289746910571121,-0.1893217254150256,-0.010707850398311,-0.0528638578579799,-0.0447088038947122,-0.2299381431658281,-0.1270098979036428,0.1606342452735942,-0.2441752436903505,-0.6180506905259219,-0.0982575863031985,0
