mean_null,mean_intact,delta,p,n_null,n_intact,broad_id,drug,q
-1.4764526696348894,-1.1871283896408171,-0.2893242799940723,0.27476404230295737,42,35,BRD-K97152684-001-03-9,PD-161570,0.9998823550455124
-1.07701176893661,-0.7880185564410581,-0.288993212495552,0.024227311203562515,41,32,BRD-K00104124-001-01-9,Pemigatinib,0.9998823550455124
-0.18581245159692636,0.10119399274173552,-0.28700644433866185,0.0005732340682724128,41,32,BRD-K00077480-001-02-9,Trifarotene,0.799304413135718
-0.04507206838904913,0.23628264721780562,-0.28135471560685477,0.11868430253878076,42,35,BRD-A30000356-001-02-9,A12B4C3,0.9998823550455124
-0.0656200169241209,0.2071210339063172,-0.2727410508304381,0.004895440258597176,42,35,BRD-K32952627-001-02-9,BAY-60-6583,0.8676230698033007
-0.7109256532071528,-0.4385375880015344,-0.2723880652056184,0.2199443892121325,42,35,BRD-K49461364-001-01-0,TCS-21311,0.9998823550455124
0.07013486022967401,0.34172443657714996,-0.27158957634747594,0.03167097634636649,42,35,BRD-K00003298-001-01-9,setmelanotide,0.9998823550455124
-0.350235922516175,-0.08045984180918717,-0.2697760807069879,0.09958993166443347,42,35,BRD-K00003286-001-01-9,upadacitinib,0.9998823550455124
-0.7989054726242637,-0.5312932687233648,-0.2676122039008989,0.06058549750966508,42,35,BRD-K46531780-003-19-7,methylbenzethonium-chloride,0.9998823550455124
-0.8732340617170843,-0.6081392390699938,-0.2650948226470905,0.22604939919762984,42,35,BRD-A74328360-409-02-8,antimonyl,0.9998823550455124
-5.775218724028242,-5.511704286409178,-0.26351443761906435,0.6314790374462222,42,36,BRD-K00003294-050-01-9,avitinib,0.9998823550455124
-0.1562352249707109,0.10596039703671596,-0.26219562200742685,0.003406067993816131,42,35,BRD-K76725781-001-02-9,ONO-8130,0.8676230698033007
-0.7251080366962322,-0.4677524010118621,-0.25735563568437014,0.04757427272223686,42,36,BRD-K00003288-003-01-9,glesatinib,0.9998823550455124
-0.1337025930370518,0.12007170885344902,-0.2537743018905008,0.046200134601932744,42,35,BRD-K00003535-001-01-9,polaprezinc,0.9998823550455124
-0.4480542184417998,-0.19738594805983908,-0.2506682703819607,0.05698844323804697,42,35,BRD-K00003518-004-01-9,methylbenactyzium-bromide,0.9998823550455124
-0.12510087524798838,0.12347563825744712,-0.2485765135054355,0.01776312297720519,42,35,BRD-K00003460-001-01-9,vorasidenib,0.9998823550455124
-0.8946977261632173,-0.6483120734793577,-0.2463856526838596,0.06308057925575306,42,35,BRD-K70693421-001-01-1,genz-123346,0.9998823550455124
-4.368131038187645,-4.122355421169834,-0.24577561701781114,0.22649713982848635,41,32,BRD-K00091286-001-01-9,Batabulin,0.9998823550455124
-0.5132936913431849,-0.26793434403312144,-0.24535934731006348,0.09093118092878422,42,35,BRD-K42325600-001-01-8,AR-C155858,0.9998823550455124
-0.33721675643410537,-0.09350476949746865,-0.2437119869366367,0.045218201306474776,42,35,BRD-K61845293-300-03-9,DDR1-IN-1,0.9998823550455124
-4.350401335930262,-4.110862467749728,-0.23953886818053416,0.35724133681729814,42,36,BRD-K00010388-001-01-9,PTC-028,0.9998823550455124
-0.1948179565247146,0.041798027476353916,-0.2366159840010685,0.030099898895849506,42,36,BRD-K39084158-001-08-9,liquiritin,0.9998823550455124
-0.254109163137342,-0.021402278483864317,-0.2327068846534777,0.03761195983650213,42,36,BRD-K00003500-001-01-9,delgocitinib,0.9998823550455124
-0.11494605324309741,0.11648463802467518,-0.2314306912677726,0.05836919125740184,42,36,BRD-K00004574-001-01-9,aripiprazole-lauroxil,0.9998823550455124
-0.38114351529087476,-0.15025714329059497,-0.23088637200027978,0.0860113336729838,42,35,BRD-K96155658-001-02-9,exo-IWR-1,0.9998823550455124
-0.1602291524635471,0.06939481119896784,-0.22962396366251495,0.06565497004135043,42,35,BRD-K00004295-001-01-9,NS-309,0.9998823550455124
-4.530825970173025,-4.301971283741221,-0.22885468643180396,0.3609879368382962,42,36,BRD-K00003174-001-01-9,soblidotin,0.9998823550455124
-0.6819413550433557,-0.4560726438058736,-0.22586871123748214,0.015003546251634825,42,36,BRD-K00003419-001-01-9,avapritinib,0.9998823550455124
0.18570745427183763,0.4074697828484523,-0.22176232857661468,0.06058549750966508,42,35,BRD-K81779590-003-02-9,NGD-98-2,0.9998823550455124
-0.5038027654901984,-0.28245495499121315,-0.22134781049898528,0.0471991191847191,42,35,BRD-K00004538-001-01-9,rosamicin,0.9998823550455124
-1.9775167044536235,-1.7564871473874784,-0.22102955706614513,0.34307202156719496,42,35,BRD-K53114651-001-12-7,azaguanine-8,0.9998823550455124
-0.16242805572761304,0.05838939123407327,-0.22081744696168631,0.08441645465386655,42,35,BRD-K81341251-001-02-9,TRAM-39,0.9998823550455124
-3.961628062515518,-3.742319197207073,-0.21930886530844473,0.3544243543971085,42,35,BRD-K39576764-071-01-6,mivobulin,0.9998823550455124
-0.08351217197979882,0.13496912499627384,-0.21848129697607266,0.012042774774299997,42,35,BRD-K63979671-001-11-9,etifenin,0.9998823550455124
-0.1359570993888221,0.08175163682552478,-0.2177087362143469,0.0021920571973818026,42,35,BRD-K86872788-065-01-5,sparteine-(-),0.831885706406394
